bearing_id,source_only_mean_spearman,source_dann_mean_spearman,dann_minus_source_only
Bearing3_1,0.1255706961359295,0.41152308549772004,0.28595238936179057
Bearing3_2,-0.6842616985405868,-0.3495624845904701,0.3346992139501167
Bearing3_3,-0.44298592131824027,-0.38443088771755846,0.058555033600681816
