arm,bearing_id,mean_spearman,std_spearman,positive_seed_count
source_only,Bearing3_1,0.1255706961359295,0.1670890777088437,2
source_only,Bearing3_2,-0.6842616985405868,0.22269879867832632,0
source_only,Bearing3_3,-0.44298592131824027,0.0698300786159815,0
source_dann,Bearing3_1,0.41152308549772004,0.14565569140968765,3
source_dann,Bearing3_2,-0.3495624845904701,0.6013105004458901,1
source_dann,Bearing3_3,-0.38443088771755846,0.08970925175393293,0
