arm,seed,bearing_id,dimension,true_mean,predicted_mean,error_bias,raw_mse,bias_mse,bias_fraction,oracle_bias_corrected_mse,true_rms,predicted_rms,magnitude_ratio,through_origin_gain,pearson,same_sign_fraction
control,20260918,Bearing1_2,4,0.018853977541713154,-0.008838321979376762,-0.027692299521089914,0.01386883944151589,0.0007668634527657568,0.055293988801267506,0.013101975988750136,0.09939308360798049,0.09005822604628816,0.9060814171083549,0.20855531602527222,0.25461884688334707,0.47794117647058826
control,20260918,Bearing1_2,5,0.018750568742261213,-0.06274972746477407,-0.08150029620703529,0.021769471319809077,0.006642298281834491,0.30511987104575883,0.015127173037974584,0.11224832255576471,0.10255470989991826,0.9136413584173546,0.05348082199638666,0.2061239120474658,0.5367647058823529
control,20260918,Bearing1_2,6,-0.018850079354117897,0.03926341986174092,0.05811349921585882,0.01634866225544591,0.003377178791111624,0.20657217932229593,0.012971483464334289,0.09495086566423977,0.105133028500434,1.1072361243361368,0.2063052218899894,0.28648465845750454,0.5
control,20260918,Bearing1_2,7,0.018929158994818434,-0.016649553429006654,-0.03557871242382509,0.016964596122282585,0.0012658447777372458,0.0746168531577707,0.015698751344545337,0.09454709739992856,0.10790486016693195,1.1412815743089484,0.20236906664668708,0.2150877983980632,0.49264705882352944
control,20260918,Bearing1_3,0,0.01836346597515775,0.05116827236978631,0.032804806394628565,0.016541786000902604,0.0010761553225890632,0.06505677939071046,0.015465630678313544,0.05197120296894692,0.12927761146264544,2.487485454971853,0.5316391056711569,0.08598927845095702,0.49624060150375937
control,20260918,Bearing1_3,1,0.018530929923281633,0.021280422470623388,0.0027494925473417553,0.0075124295900951205,7.5597092678878545e-06,0.0010062935269110635,0.007504869880827234,0.05180046545890182,0.08423003752431789,1.626047889302182,0.4221607344750125,0.18731336236499987,0.48872180451127817
control,20260918,Bearing1_3,2,-0.017978365259959286,-0.02342254774911063,-0.005444182489151345,0.01121003061616729,2.9639122975182133e-05,0.0026439823395697157,0.01118039149319211,0.051454829275771594,0.11132147469828299,2.1634796240729273,0.7233041916977615,0.2847263306448553,0.49624060150375937
control,20260918,Bearing1_3,3,-0.01769648995110415,-0.0389046468456885,-0.021208156894584346,0.009290806227227248,0.00044978591886530553,0.048411936258791165,0.008841020308361945,0.05096864365877131,0.09485333088578088,1.8610134403578023,0.4434807242506534,0.11211914368619501,0.5112781954887218
control,20260918,Bearing1_3,4,0.017882987996913437,0.050090082129813675,0.03220709413290024,0.010471616407699755,0.001037296912485497,0.09905795553423585,0.009434319495214259,0.05299809020658963,0.10635935090481485,2.0068525203496943,0.6496539173036523,0.1984606513504086,0.5413533834586466
control,20260918,Bearing1_3,5,0.016867071124059812,0.03862468763849789,0.021757616514438076,0.004553993422817462,0.0004733938763893485,0.1039513746369158,0.0040805995464281136,0.052005945745083056,0.07054935357937434,1.3565632269276533,0.5782398486918581,0.3141662484507389,0.5488721804511278
control,20260918,Bearing1_3,6,-0.018371613402115673,-0.02090490911912201,-0.0025332957170063394,0.00928266743101225,6.417587189802663e-06,0.0006913516225263327,0.009276249843822448,0.05313784415068053,0.09786674026667568,1.8417521792784721,0.5522786925203528,0.24655934014903141,0.48872180451127817
control,20260918,Bearing1_3,7,0.018447324773646835,0.00904602870779266,-0.009401296065854175,0.017462328411695694,8.838436771784517e-05,0.005061430848972479,0.017373944043977848,0.051753997052219156,0.12633570310749198,2.4410810817185924,0.21968790950408434,0.06918386636341109,0.45864661654135336
control,20260918,Bearing1_4,0,0.02769120390882197,0.11012138195873536,0.08243017804991339,0.06449601167195666,0.006794734253340423,0.10535123145133675,0.05770127741861624,0.19424348193790994,0.1689263285323285,0.8696627904679237,0.023464062947119824,-0.08786981098711225,0.5463917525773195
control,20260918,Bearing1_4,1,0.029222713303320186,0.023160088615319162,-0.006062624688001023,0.053598326000652285,3.67554181075595e-05,0.0006857568295530758,0.05356157058254473,0.206081935558844,0.09461407445550496,0.45910901505721324,-0.025626922997638017,-0.09432334348354554,0.5463917525773195
control,20260918,Bearing1_4,2,-0.029057389067620346,-0.016472164963938527,0.012585224103681819,0.04232020945998337,0.00015838786573989385,0.003742605902970786,0.042161821594243476,0.20150903663150546,0.04230964979773897,0.2099640319114302,0.0009332247949660494,-0.056716284816802694,0.5051546391752577
control,20260918,Bearing1_4,3,-0.028685327964959685,-0.011503485060229744,0.017181842904729943,0.07476644927444079,0.0002952157256028187,0.003948505358589222,0.07447123354883796,0.18997913507350514,0.18212466194349874,0.9586561275428094,-0.07626307876195651,-0.0903026979038073,0.5979381443298969
control,20260918,Bearing1_4,4,0.02883754808878161,0.043728683105449084,0.014891135016667474,0.0599598196735268,0.00022174590208462022,0.0036982416440208958,0.059738073771442184,0.20032639381438908,0.13322999230428764,0.6650645966688289,-0.025901948226035202,-0.09221014784065812,0.5773195876288659
control,20260918,Bearing1_4,5,0.029026343650424603,-0.026087413282738517,-0.05511375693316312,0.05144780847761333,0.0030375262032877864,0.05904092503006258,0.04841028227432554,0.18998702308437723,0.10622123617345733,0.5590973238539679,-0.056375962733927414,-0.06608792745617421,0.5154639175257731
control,20260918,Bearing1_4,6,-0.02800875226246942,-0.022460741480601204,0.005548010781868217,0.04404433692134391,3.078042363572598e-05,0.0006988508804365669,0.044013556497708176,0.1956920284795073,0.06986613982066724,0.3570208779760467,-0.011328907610011187,-0.08295698905065203,0.5360824742268041
control,20260918,Bearing1_4,7,0.028310416285524664,0.04407892737191977,0.015768511086395105,0.07396740967993361,0.0002486459418817653,0.003361560759768227,0.07371876373805183,0.19692821800196197,0.17543592453860912,0.890862296518934,-0.056844260106034196,-0.10432385895335282,0.5979381443298969
control,20260918,Bearing1_5,0,0.06293540034029219,0.07534406527324959,0.012408664932957402,0.03199934640533961,0.00015397496541840673,0.004811815949863073,0.03184537143992121,0.09514987414409166,0.14497440581842597,1.5236426440131887,-0.10649305915970426,-0.6455524531527526,0.6296296296296297
control,20260918,Bearing1_5,1,0.06505562696192,0.05857577478444135,-0.006479852177478649,0.023227694011261606,4.198848424197479e-05,0.0018076906050862084,0.023185705527019634,0.09838233683289865,0.10543149592823223,1.0716506572445672,-0.12567353617599492,-0.7770178118915808,0.6666666666666666
control,20260918,Bearing1_5,2,-0.05579958800916319,-0.10924296660555734,-0.05344337859639415,0.044255846661975455,0.00285619471579752,0.06453824593195633,0.04139965194617794,0.0911785668951528,0.1908764891850299,2.0934359431698546,0.02956135720619513,-0.5182890224530655,0.5925925925925926
control,20260918,Bearing1_5,3,-0.05935807084595716,-0.11309620020566163,-0.05373812935970448,0.034530463045869327,0.0028877865470803323,0.08363011359692094,0.03164267649878899,0.09375208745605829,0.16312704260572095,1.7399830449874387,0.049458299425945935,-0.7359710307040147,0.7037037037037037
control,20260918,Bearing1_5,4,0.05770011411772834,0.10322576926814185,0.04552565515041351,0.03927493163871314,0.0020725852768743724,0.05277120011156006,0.037202346361838765,0.09175084004903132,0.16826457432750708,1.8339295230167603,-0.15108592004951663,-0.762505361050289,0.6296296296296297
control,20260918,Bearing1_5,5,0.049403366115358144,0.16106778162497062,0.11166441550961247,0.03695189487736424,0.012468941691103382,0.3374371390827247,0.024482953186260863,0.08826509755959372,0.19029432865385437,2.1559408408898415,0.4525099957251992,-0.5979243853023092,0.5925925925925926
control,20260918,Bearing1_5,6,-0.06064552399847242,-0.09179730258054203,-0.03115177858206961,0.030177863780170396,0.0009704333088262909,0.03215712403950719,0.029207430471344106,0.0931563510340139,0.14909153183556928,1.6004440940492821,0.04197499113722532,-0.6262982696345332,0.6666666666666666
control,20260918,Bearing1_5,7,0.06133387651708391,0.03595410039027532,-0.02537977612680859,0.05429350568555487,0.0006441330362469233,0.011863905786033982,0.05364937264930795,0.09397052554621874,0.17854531858803485,1.9000140474921428,-0.7691907176908975,-0.7226338807701331,0.5555555555555556
ranking,20260916,Bearing1_1,0,0.017288677584455937,0.05939383591924395,0.04210515833478801,0.017093659185655613,0.0017728443583975685,0.1037135664834874,0.015320814827258042,0.09038472811102373,0.11876767911471574,1.3140237471182954,0.3171286801102832,0.1713981023795103,0.6020408163265306
ranking,20260916,Bearing1_1,1,0.01764694186953866,0.07276648009309963,0.05511953822356098,0.015545590236214256,0.0030381634939785998,0.1954357118522937,0.012507426742235659,0.0956860147499296,0.1102244133760524,1.1519385948314196,0.314534832854164,0.20494385619239983,0.6428571428571429
ranking,20260916,Bearing1_1,2,-0.016201514370587408,-0.05690845858533772,-0.04070694421475031,0.031194309530702003,0.0016570553073027936,0.053120435497118146,0.029537254223399208,0.09346862915069476,0.15989841956550668,1.7107174997475412,0.17796719203426734,0.046002535345227094,0.5510204081632653
ranking,20260916,Bearing1_1,3,-0.015487707429090324,-0.028192262526373475,-0.01270455509728315,0.026520185059510308,0.00016140572021990327,0.006086146075440833,0.026358779339290404,0.0942177580173576,0.14191871081797258,1.5062840997747697,0.14068521497134162,0.06283421694412883,0.5306122448979592
ranking,20260916,Bearing1_1,4,0.016002673807801033,0.04182881411469104,0.02582614030689001,0.028032552074417686,0.0006669895231511689,0.0237933928163415,0.027365562551266518,0.09114821874946215,0.14782534090634172,1.6218127236547233,0.12805595143954057,0.031009000536027745,0.5612244897959183
ranking,20260916,Bearing1_1,5,0.013817321927267678,0.023501078845286856,0.009683756918019178,0.043397178901936125,9.377514804728429e-05,0.0021608581576048162,0.04330340375388885,0.07925632252249773,0.18954039469129177,2.3914861131424408,-0.09472584354922767,-0.06266136412502515,0.45918367346938777
ranking,20260916,Bearing1_1,6,-0.01738581023350054,-0.01691644627372829,0.0004693639597722462,0.012760111251242207,2.2030252673308275e-07,1.7264937773300067e-05,0.012759890948715474,0.09328513996429195,0.08370841198112994,0.8973391904988529,0.16944751539872432,0.15710702160133352,0.5714285714285714
ranking,20260916,Bearing1_1,7,0.017151898191291457,-0.047332470134204746,-0.0644843683254962,0.02277865189856368,0.0041582337583382575,0.1825495984949161,0.018620418140225425,0.09204710232759117,0.12394373972559848,1.3465251658274775,0.062322023890151845,0.1293401284397728,0.5612244897959183
ranking,20260916,Bearing1_2,0,0.01936926506459713,-0.0322610411026022,-0.05163030616719933,0.017964384375892,0.002665688514918741,0.14838741251250806,0.015298695860973262,0.09664264603752887,0.11175806278558303,1.1564052451770046,0.20692524611158408,0.2524446486869181,0.4411764705882353
ranking,20260916,Bearing1_2,1,0.019061759990804335,-0.00475462487734416,-0.023816384868148494,0.014194452967187868,0.0005672201881877726,0.03996069376530171,0.013627232779000097,0.0940324740921585,0.09605984472887481,1.0215603243059346,0.21913031270193462,0.22958132483867058,0.45588235294117646
ranking,20260916,Bearing1_2,2,-0.018705020056051368,0.027759112547809148,0.046464132603860515,0.01873006817992005,0.0021589156186291336,0.11526469620348968,0.016571152561290915,0.09856675280315143,0.1160530735946283,1.1774058726110108,0.22920570886448155,0.25181449462574695,0.45588235294117646
ranking,20260916,Bearing1_2,3,-0.019174781299250966,0.04140936109401724,0.0605841423932682,0.019747856642885697,0.0036704383095277973,0.18586514860335987,0.016077418333357896,0.10583322759560515,0.10897056531129683,1.0296441655136856,0.14853570865549454,0.23426832011724372,0.4411764705882353
ranking,20260916,Bearing1_2,4,0.018853977541713154,-0.007230012972072205,-0.02608399051378536,0.01397854253387067,0.0006803745611232446,0.04867278255044579,0.013298167972747424,0.09939308360798049,0.08627734634862319,0.868041751163617,0.1692594433942325,0.21554386083560326,0.4632352941176471
ranking,20260916,Bearing1_2,5,0.018750568742261213,-0.05301240070120377,-0.07176296944346498,0.02396734127280672,0.005149923783343689,0.21487255197499852,0.018817417489463032,0.11224832255576471,0.11611147109536403,1.034416091498206,0.08389964550319541,0.17940854517760432,0.5294117647058824
ranking,20260916,Bearing1_2,6,-0.018850079354117897,-0.0011969778467627132,0.017653101507355187,0.011602987746728358,0.00031163199282898595,0.02685790932743641,0.011291355753899375,0.09495086566423977,0.08192961992687324,0.8628633278246081,0.22877629659431056,0.26758990558810347,0.5294117647058824
ranking,20260916,Bearing1_2,7,0.018929158994818434,-0.1296788328601157,-0.14860799185493412,0.03472591225198783,0.022084335243156165,0.6359612695816791,0.012641577008831662,0.09454709739992856,0.15974712677823574,1.6896037125551826,-0.014968649298835984,0.2685772123079994,0.4485294117647059
ranking,20260916,Bearing1_3,0,0.01836346597515775,0.050203048589086176,0.03183958261392843,0.0146836705636024,0.0010137590210291733,0.06903989139759507,0.013669911542573226,0.05197120296894692,0.1274280206416325,2.451896692054087,0.7877131551532347,0.21173970174788687,0.5037593984962406
ranking,20260916,Bearing1_3,1,0.018530929923281633,0.030422472303971312,0.01189154238068968,0.009846550335937142,0.00014140878019173875,0.014361250932281983,0.009705141555745403,0.05180046545890182,0.10257525159381682,1.980199418771621,0.6258030907978894,0.23539909760681,0.5037593984962406
ranking,20260916,Bearing1_3,2,-0.017978365259959286,-0.06125303285014361,-0.04327466759018432,0.015438892326518416,0.0018726968550409492,0.1212973583489753,0.013566195471477466,0.051454829275771594,0.12918554427671916,2.510659273289017,0.7360652629717014,0.15456433570802863,0.49624060150375937
ranking,20260916,Bearing1_3,3,-0.01769648995110415,-0.041218031029728125,-0.023521541078623972,0.009997717048417721,0.000553262894713395,0.0553389230795401,0.009444454153704323,0.05096864365877131,0.10223629973407038,2.0058665955195827,0.5874862332737235,0.17816874149841844,0.49624060150375937
ranking,20260916,Bearing1_3,4,0.017882987996913437,0.04419822355074094,0.0263152355538275,0.010293851031801944,0.000692491622253427,0.06727235707161831,0.009601359409548519,0.05299809020658963,0.10117024596057876,1.9089413517772296,0.4895983311872129,0.1288009706939849,0.5112781954887218
ranking,20260916,Bearing1_3,5,0.016867071124059812,0.033482342762382405,0.016615271638322594,0.010084534485702032,0.00027606725161524715,0.02737530939149035,0.009808467234086784,0.052005945745083056,0.10069863052489138,1.9362907275734336,0.5102934491671626,0.1745297611575181,0.518796992481203
ranking,20260916,Bearing1_3,6,-0.018371613402115673,-0.013579065960488822,0.00479254744162685,0.00874598932042814,2.2968510980244067e-05,0.0026261764265588764,0.008723020809447897,0.05313784415068053,0.08632777907047683,1.6246007050207218,0.27095021995632623,0.12129334875861897,0.48120300751879697
ranking,20260916,Bearing1_3,7,0.018447324773646835,-0.07982999919668625,-0.09827732397033308,0.02024225074572538,0.009658432406769805,0.4771422174389084,0.010583818338955574,0.051753997052219156,0.12754684409065278,2.464482964706273,-0.2418496554301654,0.17148522617910145,0.39849624060150374
ranking,20260916,Bearing1_4,0,0.02769120390882197,0.0530392035995562,0.025347999690734233,0.04632602013666536,0.0006425210883214627,0.013869550771380221,0.04568349904834389,0.19424348193790994,0.09598108663243739,0.49412770855867283,0.008174800689775023,-0.07544172681356565,0.5670103092783505
ranking,20260916,Bearing1_4,1,0.029222713303320186,0.02932069704090197,9.798373758178397e-05,0.047251520650776674,9.600812830495904e-09,2.0318526680766398e-07,0.047251511049963855,0.206081935558844,0.06799564897990615,0.32994473191218104,-0.001864246364640291,-0.07478956466565916,0.4948453608247423
ranking,20260916,Bearing1_4,2,-0.029057389067620346,-0.06888083637375192,-0.039823447306131576,0.0732460352045093,0.0015859069553442384,0.021651778842585106,0.07166012824916504,0.20150903663150546,0.17567029634424802,0.8717737888127166,-0.021919113973753287,-0.08973230584406973,0.5567010309278351
ranking,20260916,Bearing1_4,3,-0.028685327964959685,-0.02281939461059177,0.005865933354367915,0.05999390874459153,3.440917411788601e-05,0.0005735444620615423,0.05995949957047364,0.18997913507350514,0.14168481228361676,0.7457914377218174,-0.05302066025155211,-0.09779482181748822,0.6288659793814433
ranking,20260916,Bearing1_4,4,0.02883754808878161,0.049610936457348855,0.02077338836856724,0.06251196409207539,0.0004315336643113247,0.006903217177366372,0.06208043042776407,0.20032639381438908,0.1433402948845668,0.7155337454802769,-0.02286107069048582,-0.08807682203506689,0.5876288659793815
ranking,20260916,Bearing1_4,5,0.029026343650424603,-0.024927213788032532,-0.05395355743845714,0.0717094724530158,0.0029109863602648934,0.04059416783706194,0.0687984860927509,0.18998702308437723,0.1716464226910688,0.9034639308750947,-0.0852181374145343,-0.0737753771526596,0.5463917525773195
ranking,20260916,Bearing1_4,6,-0.02800875226246942,-0.0488102844695455,-0.020801532207076083,0.05310189162911427,0.00043270374216202356,0.008148556085048848,0.05266918788695225,0.1956920284795073,0.11536385526752618,0.5895173971258977,-0.01955461608146834,-0.10451824080504846,0.5670103092783505
ranking,20260916,Bearing1_4,7,0.028310416285524664,-0.055125717956995224,-0.08343613424251989,0.05932140503257511,0.0069615884973358,0.11735373586503875,0.05235981653523932,0.19692821800196197,0.11392791401259884,0.5785250847669976,-0.09748544898231462,-0.11424993474339439,0.5257731958762887
ranking,20260916,Bearing1_5,0,0.06293540034029219,0.0806145760472174,0.017679175706925215,0.02435145673051296,0.0003125532536763347,0.012835094718777048,0.02403890347683663,0.09514987414409166,0.124479260885867,1.308244093916088,0.01088685267548709,-0.7349932900769302,0.7037037037037037
ranking,20260916,Bearing1_5,1,0.06505562696192,0.0750054401104097,0.009949813148489705,0.02019707414044274,9.899878168985861e-05,0.0049016397623467085,0.02009807535875288,0.09838233683289865,0.11101449044624562,1.1283985928775258,0.09330568429024311,-0.6583140893194419,0.7407407407407407
ranking,20260916,Bearing1_5,2,-0.05579958800916319,-0.14761587246148675,-0.09181628445232357,0.060039692488016785,0.008430230090629993,0.14041094717986052,0.05160946239738679,0.0911785668951528,0.22376648677553607,2.454156655399591,-0.09951973541354735,-0.7474570176177724,0.6296296296296297
ranking,20260916,Bearing1_5,3,-0.05935807084595716,-0.09967059904226551,-0.040312528196308345,0.032258916366513644,0.0016250999295781554,0.050376767499390955,0.030633816436935492,0.09375208745605829,0.1505895357616319,1.606252616318686,-0.04506845317363507,-0.7705738945906647,0.6296296296296297
ranking,20260916,Bearing1_5,4,0.05770011411772834,0.0920944975482093,0.03439438343048096,0.033598664500972715,0.001182973611562943,0.035208947413034666,0.03241569088940977,0.09175084004903132,0.1510264728583567,1.6460500282901898,-0.14085241838706541,-0.7611787663286419,0.6296296296296297
ranking,20260916,Bearing1_5,5,0.049403366115358144,0.1709034028980467,0.12150003678268856,0.052352656744245066,0.014762258938194673,0.28197726450276916,0.037590397806050384,0.08826509755959372,0.2154450682490656,2.4408863096039077,0.11902920159718451,-0.7833009757209024,0.4074074074074074
ranking,20260916,Bearing1_5,6,-0.06064552399847242,-0.014663825708406943,0.04598169829006548,0.03610981378285082,0.0021143165776386108,0.05855240878153563,0.03399549720521221,0.0931563510340139,0.12790997020760267,1.3730676307930876,-0.6378550746349397,-0.715030186655414,0.5925925925925926
ranking,20260916,Bearing1_5,7,0.06133387651708391,-0.059321393017415645,-0.12065526953449955,0.0548327889455621,0.014557694066442736,0.26549249721540863,0.040275094879119365,0.09397052554621874,0.1538267305684607,1.6369678649163466,-1.2649209139711544,-0.7453553972010187,0.4074074074074074
ranking,20260917,Bearing1_1,0,0.017288677584455937,0.04486923581179308,0.027580558227337137,0.02462208977001283,0.0007606871921315342,0.030894501613667774,0.0238614025778813,0.09038472811102373,0.14241484932686072,1.5756516869965687,0.23436843879201985,0.09498117980136966,0.5714285714285714
ranking,20260917,Bearing1_1,1,0.01764694186953866,0.0360268129377949,0.018379871068256243,0.01684468506331508,0.0003378196604857229,0.020054970408525944,0.016506865402829356,0.0956860147499296,0.11181519374115922,1.168563598697076,0.2628802972839873,0.17791540728428878,0.6020408163265306
ranking,20260917,Bearing1_1,2,-0.016201514370587408,-0.04929701626604917,-0.03309550189546177,0.020879839969938137,0.0010953122457125135,0.052457885083865355,0.019784527724225624,0.09346862915069476,0.12463248024148268,1.3334150866869356,0.19400472495309387,0.08505182040246916,0.5612244897959183
ranking,20260917,Bearing1_1,3,-0.015487707429090324,-0.01527525446548754,0.00021245296360278615,0.030835918302491282,4.513626174360678e-08,1.4637560425745501e-06,0.030835873166229544,0.0942177580173576,0.15312846892320714,1.6252612261798514,0.08389084034480658,0.035883670564020725,0.5204081632653061
ranking,20260917,Bearing1_1,4,0.016002673807801033,0.041242889983921636,0.025240216176120604,0.023642696796662345,0.0006370685126173001,0.02694567874791828,0.023005628284045048,0.09114821874946215,0.13848352229726393,1.5193223103779097,0.23128237594685927,0.10634249608941693,0.5816326530612245
ranking,20260917,Bearing1_1,5,0.013817321927267678,0.02119943073817662,0.007382108810908941,0.05158535904917357,5.4495530496099414e-05,0.0010564146785166646,0.05153086351867748,0.07925632252249773,0.20873494998271577,2.633669382319173,-0.13798433503305224,-0.07155855896373668,0.4489795918367347
ranking,20260917,Bearing1_1,6,-0.01738581023350054,-0.033374931891353765,-0.015989121657853225,0.019691398064759006,0.0002556520113896311,0.012982928411119898,0.01943574605336938,0.09328513996429195,0.11947065221960364,1.2807040035029702,0.18868718310521637,0.10098576486333594,0.5714285714285714
ranking,20260917,Bearing1_1,7,0.017151898191291457,0.04195133528235007,0.024799437091058613,0.011580802567594193,0.0006150120800333737,0.053106170875783856,0.01096579048756082,0.09204710232759117,0.08733925468697666,0.9488539288954528,0.26674073208601196,0.222362091791876,0.673469387755102
ranking,20260917,Bearing1_2,0,0.01936926506459713,-0.0008343531037954724,-0.0202036181683926,0.014347568748536462,0.0004081861870942036,0.02844985058084082,0.013939382561442263,0.09664264603752887,0.09607050004807918,0.9940797772731977,0.22600980733470127,0.23384993629554476,0.49264705882352944
ranking,20260917,Bearing1_2,1,0.019061759990804335,-0.05293890554457903,-0.07200066553538337,0.017938059293124125,0.005184095837538143,0.28899981613536474,0.012753963455585986,0.0940324740921585,0.11260373939930272,1.1974984226081626,0.20264679833876528,0.30607124928430207,0.41911764705882354
ranking,20260917,Bearing1_2,2,-0.018705020056051368,0.04413702888825141,0.06284204894430279,0.01571956218601942,0.003949123115518147,0.25122347994083427,0.011770439070501274,0.09856675280315143,0.09518247580373171,0.9656651263922786,0.15725264918584664,0.2883614927541935,0.4485294117647059
ranking,20260917,Bearing1_2,3,-0.019174781299250966,0.04902827602756374,0.06820305732681471,0.020450493233502356,0.004651657028724774,0.22745940528731837,0.015798836204777584,0.10583322759560515,0.10928254777102632,1.032592034220115,0.12020948662313172,0.22493341502389066,0.4485294117647059
ranking,20260917,Bearing1_2,4,0.018853977541713154,-0.07781205408494263,-0.09666603162665577,0.02786191659503653,0.009344321670445613,0.3353797158415965,0.018517594924590916,0.09939308360798049,0.14931499333287943,1.5022674406782424,0.21824284974123495,0.2913288648862067,0.4264705882352941
ranking,20260917,Bearing1_2,5,0.018750568742261213,-0.05534660128657432,-0.07409717002883554,0.024431137000340167,0.005490390606282163,0.22472923000700776,0.018940746394058,0.11224832255576471,0.11924011544116853,1.0622886180052296,0.09471482314986586,0.19088060367722795,0.5441176470588235
ranking,20260917,Bearing1_2,6,-0.018850079354117897,0.019813821431906783,0.038663900786024684,0.013571509347208702,0.0014948972239915601,0.11014966616804642,0.01207661212321714,0.09495086566423977,0.09523381158359236,1.0029799193232543,0.25032182681521375,0.3034292206786571,0.4852941176470588
ranking,20260917,Bearing1_2,7,0.018929158994818434,-0.052873181562651604,-0.07180234055747003,0.019359951219999876,0.005155576109530906,0.2663010898604392,0.014204375110468972,0.09454709739992856,0.11711823457087486,1.2387290333776377,0.1843509695306505,0.2736205400872092,0.4485294117647059
ranking,20260917,Bearing1_3,0,0.01836346597515775,0.05847788602113724,0.04011442004597949,0.013186262354111298,0.001609166695625281,0.12203357194114713,0.01157709565848602,0.05197120296894692,0.11985158045669903,2.306115187064479,0.7180926312054784,0.17020342372842806,0.5338345864661654
ranking,20260917,Bearing1_3,1,0.018530929923281633,0.005702545768336246,-0.012828384154945388,0.01421369986008843,0.0001645674400268539,0.011578086047036456,0.014049132420061578,0.05180046545890182,0.11864834072111875,2.2904879265081823,0.47460744188628023,0.20371549131670702,0.48120300751879697
ranking,20260917,Bearing1_3,2,-0.017978365259959286,-0.024035828734250895,-0.006057463474291608,0.00932944976621441,3.669286374237695e-05,0.003933014771702419,0.009292756902472034,0.051454829275771594,0.09806251866058989,1.9057981542417506,0.5541637442959814,0.22582444872319218,0.46616541353383456
ranking,20260917,Bearing1_3,3,-0.01769648995110415,-0.036373219543829896,-0.018676729592725747,0.010489462041867305,0.00034882022827979764,0.03325434868704684,0.010140641813587509,0.05096864365877131,0.10469950874159341,2.0541945248247826,0.590947072391114,0.18997229339715244,0.518796992481203
ranking,20260917,Bearing1_3,4,0.017882987996913437,0.05679960672120403,0.03891661872429059,0.019054593943550597,0.0015145032129318052,0.07948231368343689,0.017540090730618792,0.05299809020658963,0.1431187761629262,2.700451574859413,0.7542707534968986,0.16827640134606112,0.5112781954887218
ranking,20260917,Bearing1_3,5,0.016867071124059812,0.03746896892561948,0.02060189780155967,0.010679506159434958,0.0004244381930259092,0.039743241559061546,0.010255067966409051,0.052005945745083056,0.10494072452965521,2.017860131686518,0.5615705169822929,0.18390650230678868,0.5338345864661654
ranking,20260917,Bearing1_3,6,-0.018371613402115673,-0.026421694659200825,-0.008050081257085154,0.013080464882951027,6.48038082456737e-05,0.004954243509352521,0.013015661074705354,0.05313784415068053,0.11544402067348519,2.172538659004041,0.5437127003642482,0.18735795548512893,0.48872180451127817
ranking,20260917,Bearing1_3,7,0.018447324773646835,0.026858391870457427,0.008411067096810592,0.011483132615892634,7.074604970704976e-05,0.006160866731534334,0.011412386566185583,0.051753997052219156,0.10498636870961804,2.028565418892923,0.4139445407078835,0.1249632631787007,0.49624060150375937
ranking,20260917,Bearing1_4,0,0.02769120390882197,0.05862910538604579,0.03093790147722382,0.05848813960137397,0.0009571537478144078,0.01636492038108736,0.05753098585355957,0.19424348193790994,0.13920579803302954,0.7166562123177279,-0.01827903172750915,-0.09529429203853541,0.5876288659793815
ranking,20260917,Bearing1_4,1,0.029222713303320186,0.013063718977662706,-0.01615899432565748,0.052257188386371875,0.00026111309761663065,0.0049966924298729815,0.05199607528875525,0.206081935558844,0.08332215351725278,0.4043156586786872,-0.033492568324321424,-0.10747180386622274,0.5051546391752577
ranking,20260917,Bearing1_4,2,-0.029057389067620346,-0.029571018882633485,-0.0005136298150131383,0.051396284371438894,2.6381558687043066e-07,5.132970021020313e-06,0.051396020555852025,0.20150903663150546,0.09374691549141485,0.46522437434330793,-0.024650466622063,-0.10486519207237528,0.5257731958762887
ranking,20260917,Bearing1_4,3,-0.028685327964959685,0.004505457337369624,0.03319078530232931,0.06487549566404535,0.001101628228985319,0.016980652212509453,0.06377386743506004,0.18997913507350514,0.15213846345503157,0.8008166970344792,-0.07809626273721015,-0.09416975327762414,0.5463917525773195
ranking,20260917,Bearing1_4,4,0.02883754808878161,0.053707300387706956,0.02486975229892534,0.06323252162748852,0.0006185045794099023,0.009781431508513891,0.0626140170480786,0.20032639381438908,0.14460175750899626,0.7218307820335245,-0.027313145016924195,-0.09937454731943203,0.5773195876288659
ranking,20260917,Bearing1_4,5,0.029026343650424603,-0.044404255360672155,-0.07343059901109676,0.0778192238201858,0.005392052871128485,0.06928947124411977,0.07242717094905732,0.18998702308437723,0.1839212765701313,0.9680728377350699,-0.10939332069930571,-0.07936720767317768,0.5154639175257731
ranking,20260917,Bearing1_4,6,-0.02800875226246942,-0.03562210792118741,-0.007613355658717991,0.05300664852846013,5.796318438613326e-05,0.0010935078144963624,0.052948685344074,0.1956920284795073,0.11191835314194422,0.5719106394446936,-0.028535574240906587,-0.10173413954620573,0.5463917525773195
ranking,20260917,Bearing1_4,7,0.028310416285524664,0.07036947712455828,0.042059060839033616,0.05420682330703939,0.001768964598661531,0.03263361493518493,0.05243785870837786,0.19692821800196197,0.12298830929449993,0.6245337034089985,-0.0038675921299888842,-0.10897598551507634,0.5876288659793815
ranking,20260917,Bearing1_5,0,0.06293540034029219,0.05199358225972564,-0.010941818080566547,0.038535669740376935,0.000119723382908213,0.0031068198299086295,0.03841594635746873,0.09514987414409166,0.14791742121950374,1.554572957138154,-0.4198712602001587,-0.7157873277556642,0.5925925925925926
