arm,bearing_id,mean_spearman,std_spearman,positive_seed_count
source_only,Bearing3_1,0.08884497063619949,0.22963231292826575,1
source_only,Bearing3_2,-0.5795761755996103,0.3717414563752532,0
source_only,Bearing3_3,-0.44969485614646904,0.07031758031890951,0
global_mmd,Bearing3_1,0.22763395153564137,0.19910838667779052,2
global_mmd,Bearing3_2,-0.6685668465283117,0.16679616470759673,0
global_mmd,Bearing3_3,-0.4130368608761792,0.11557972182380225,0
conditional_mmd,Bearing3_1,0.3083449054070477,0.15403476450186473,3
conditional_mmd,Bearing3_2,-0.7478454333782834,0.07170025331061385,0
conditional_mmd,Bearing3_3,-0.4071709393072753,0.11324172304021893,0
