arm,seed,outer_test_bearing,epoch,health_mse,mmd2,kernel_squared_scale
global_mmd,20260918,Bearing3_1,27,0.0010242892894893885,0.006749447132460773,0.9461021423339844
global_mmd,20260918,Bearing3_1,28,0.0009429343510419131,0.0057832399848848585,0.9461021423339844
global_mmd,20260918,Bearing3_1,29,0.0009136504901107401,0.006970995594747365,0.9461021423339844
global_mmd,20260918,Bearing3_1,30,0.0008515041437931359,0.005913639068603515,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,1,0.28019307255744935,0.509100005030632,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,2,0.12848723083734512,0.3320554941892624,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,3,0.06824917048215866,0.18607759922742845,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,4,0.050786763429641724,0.1426091395318508,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,5,0.03623010385781526,0.12624590545892717,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,6,0.026472225412726404,0.10016649104654789,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,7,0.01820430364459753,0.07842659689486027,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,8,0.012191802961751819,0.06253400593996047,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,9,0.00821053171530366,0.05287945158779621,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,10,0.005932324985042215,0.04485250599682331,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,11,0.004801855888217688,0.04267620239406824,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,12,0.0040811722632497546,0.02936391532421112,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,13,0.0035147750517353416,0.03359199222177267,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,14,0.0029461145401000976,0.024808338657021523,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,15,0.0026222762535326183,0.031466023065149784,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,16,0.0022550498018972577,0.02919672578573227,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,17,0.001976568775717169,0.025722298119217158,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,18,0.0018309062113985419,0.027027275785803793,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,19,0.0017059779434930532,0.0329697510227561,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,20,0.00159984267083928,0.025568774715065957,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,21,0.001367717469111085,0.022433821111917496,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,22,0.0012920897570438683,0.019660870591178537,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,23,0.0011559149133972824,0.020821064058691264,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,24,0.0011039523291401566,0.02227965909987688,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,25,0.001027256465749815,0.018160732090473176,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,26,0.0009416980086825788,0.01958675226196647,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,27,0.0009374078712426126,0.019598139449954033,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,28,0.0008824157412163913,0.016994687728583813,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,29,0.0009586334344930947,0.02118725571781397,0.9461021423339844
conditional_mmd,20260918,Bearing3_1,30,0.000805705541279167,0.02094438811764121,0.9461021423339844
source_only,20260918,Bearing3_2,1,0.2793408542871475,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,2,0.15012091845273973,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,3,0.10094716548919677,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,4,0.06502288468182087,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,5,0.04344808347523212,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,6,0.032166482880711555,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,7,0.023066745325922965,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,8,0.015992793906480073,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,9,0.01079661650583148,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,10,0.007503736950457096,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,11,0.0055634655291214585,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,12,0.0041938192211091515,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,13,0.003258390468545258,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,14,0.0026392160449177026,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,15,0.002136162237729877,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,16,0.001803782070055604,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,17,0.001571691094432026,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,18,0.001337845076341182,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,19,0.0011972900538239628,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,20,0.0010809876373969018,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,21,0.0009875717572867871,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,22,0.0009062958532012999,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,23,0.0008312181103974581,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,24,0.0007629335974343121,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,25,0.0007215902616735548,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,26,0.0006794051179895178,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,27,0.0006116078438935801,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,28,0.0005707820848328993,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,29,0.0005457361286971719,0.0,1.3774899244308472
source_only,20260918,Bearing3_2,30,0.0005007250350899994,0.0,1.3774899244308472
global_mmd,20260918,Bearing3_2,1,0.28994925022125245,0.5215996086597443,1.3774899244308472
global_mmd,20260918,Bearing3_2,2,0.17987838983535767,0.278526546061039,1.3774899244308472
global_mmd,20260918,Bearing3_2,3,0.1255933165550232,0.2098519906401634,1.3774899244308472
global_mmd,20260918,Bearing3_2,4,0.08077858537435531,0.11094363704323769,1.3774899244308472
global_mmd,20260918,Bearing3_2,5,0.05109484009444713,0.07295968495309353,1.3774899244308472
global_mmd,20260918,Bearing3_2,6,0.038073259964585306,0.06455749198794365,1.3774899244308472
global_mmd,20260918,Bearing3_2,7,0.031231288984417915,0.05079475864768028,1.3774899244308472
global_mmd,20260918,Bearing3_2,8,0.022793564572930337,0.056250980123877525,1.3774899244308472
global_mmd,20260918,Bearing3_2,9,0.01592286294326186,0.04762667044997215,1.3774899244308472
global_mmd,20260918,Bearing3_2,10,0.011556614190340042,0.043493869714438915,1.3774899244308472
global_mmd,20260918,Bearing3_2,11,0.008233100594952702,0.037268761172890665,1.3774899244308472
global_mmd,20260918,Bearing3_2,12,0.006218495732173324,0.03286832384765148,1.3774899244308472
global_mmd,20260918,Bearing3_2,13,0.0047795535298064355,0.029599417932331562,1.3774899244308472
global_mmd,20260918,Bearing3_2,14,0.003951409575529396,0.026342918537557124,1.3774899244308472
global_mmd,20260918,Bearing3_2,15,0.003338672406971455,0.02083040904253721,1.3774899244308472
global_mmd,20260918,Bearing3_2,16,0.002917864767368883,0.02076029758900404,1.3774899244308472
global_mmd,20260918,Bearing3_2,17,0.0024789846152998506,0.020288904570043086,1.3774899244308472
global_mmd,20260918,Bearing3_2,18,0.0021967797772958876,0.01719308877363801,1.3774899244308472
global_mmd,20260918,Bearing3_2,19,0.002069609286263585,0.02235037097707391,1.3774899244308472
global_mmd,20260918,Bearing3_2,20,0.0018323701689951122,0.014295409154146909,1.3774899244308472
global_mmd,20260918,Bearing3_2,21,0.0016204151907004416,0.017800710536539553,1.3774899244308472
global_mmd,20260918,Bearing3_2,22,0.0015312611474655568,0.016803443478420377,1.3774899244308472
global_mmd,20260918,Bearing3_2,23,0.0013988390332087875,0.015607295325025916,1.3774899244308472
global_mmd,20260918,Bearing3_2,24,0.0012830348743591458,0.011376257752999663,1.3774899244308472
global_mmd,20260918,Bearing3_2,25,0.0011759386863559485,0.008832144783809781,1.3774899244308472
global_mmd,20260918,Bearing3_2,26,0.001110831880941987,0.013431946467608213,1.3774899244308472
global_mmd,20260918,Bearing3_2,27,0.0010243398894090206,0.010235430812463165,1.3774899244308472
global_mmd,20260918,Bearing3_2,28,0.0009616431430913508,0.012260568141937257,1.3774899244308472
global_mmd,20260918,Bearing3_2,29,0.0009363566990941763,0.017262858198955656,1.3774899244308472
global_mmd,20260918,Bearing3_2,30,0.001087418949464336,0.013793587731197477,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,1,0.29154700338840484,0.6317560881376266,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,2,0.18461634516716002,0.3859940737485886,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,3,0.1334203839302063,0.32522168308496474,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,4,0.08573643192648887,0.2520689070224762,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,5,0.050232010707259175,0.21486966758966447,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,6,0.037460512667894366,0.17373178005218506,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,7,0.029236743040382863,0.13031292334198952,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,8,0.020500117167830467,0.14228264689445497,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,9,0.013950107339769601,0.1069703757762909,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,10,0.009750669496133924,0.11565727144479751,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,11,0.00680371627677232,0.08614214919507504,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,12,0.005076929507777095,0.0637481516227126,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,13,0.004137953161261976,0.06332190874963999,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,14,0.00352485585026443,0.05872508119791746,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,15,0.003038394555915147,0.04100998528301716,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,16,0.002702860767021775,0.05086112972348929,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,17,0.0023247939418070017,0.05649840962141752,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,18,0.0021039483486674725,0.03882576432079077,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,19,0.0020596770918928087,0.07027380242943763,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,20,0.0018463349377270788,0.03517218679189682,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,21,0.0016462183208204805,0.04979490861296654,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,22,0.0014919343404471875,0.053078150004148485,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,23,0.001381863688584417,0.04391022119671106,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,24,0.001238875387934968,0.034051230642944574,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,25,0.0011150977690704167,0.023661525640636682,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,26,0.001054523536004126,0.044787419773638246,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,27,0.0010577768145594746,0.0380700632929802,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,28,0.001010266540106386,0.036980362795293334,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,29,0.001057835278334096,0.05361223248764872,1.3774899244308472
conditional_mmd,20260918,Bearing3_2,30,0.000930880248779431,0.041021147090941665,1.3774899244308472
source_only,20260918,Bearing3_3,1,0.35876774191856386,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,2,0.1468411237001419,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,3,0.08172406330704689,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,4,0.05435645543038845,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,5,0.03890400044620037,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,6,0.03157644122838974,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,7,0.025816326029598713,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,8,0.02088486645370722,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,9,0.015955813135951756,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,10,0.012095974758267403,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,11,0.008794855326414108,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,12,0.006593817472457885,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,13,0.005241218069568276,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,14,0.004320184420794249,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,15,0.0036522621987387536,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,16,0.0031727638095617296,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,17,0.0027814345667138696,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,18,0.0025012551108375193,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,19,0.0022130238940007985,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,20,0.0019820155925117434,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,21,0.0017660713405348361,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,22,0.0015996786765754222,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,23,0.0014166988723445684,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,24,0.0012776910385582595,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,25,0.0011489055235870183,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,26,0.0010495653026737274,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,27,0.0009671444073319435,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,28,0.0008975814213044942,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,29,0.0008336524595506489,0.0,1.2191386222839355
source_only,20260918,Bearing3_3,30,0.0007843059254810214,0.0,1.2191386222839355
global_mmd,20260918,Bearing3_3,1,0.35867880284786224,0.4839001655578613,1.2191386222839355
global_mmd,20260918,Bearing3_3,2,0.17117393761873245,0.4445422261953354,1.2191386222839355
global_mmd,20260918,Bearing3_3,3,0.09456914886832238,0.3781826123595238,1.2191386222839355
global_mmd,20260918,Bearing3_3,4,0.045756202191114426,0.19506471008062362,1.2191386222839355
global_mmd,20260918,Bearing3_3,5,0.032863371446728705,0.08687375113368034,1.2191386222839355
global_mmd,20260918,Bearing3_3,6,0.027839646302163602,0.06416938081383705,1.2191386222839355
global_mmd,20260918,Bearing3_3,7,0.023110973834991454,0.04060986414551735,1.2191386222839355
global_mmd,20260918,Bearing3_3,8,0.01910523297265172,0.03117493987083435,1.2191386222839355
global_mmd,20260918,Bearing3_3,9,0.01530461898073554,0.022827905230224134,1.2191386222839355
global_mmd,20260918,Bearing3_3,10,0.012196474336087703,0.0213494760915637,1.2191386222839355
global_mmd,20260918,Bearing3_3,11,0.009540320187807084,0.020823182724416255,1.2191386222839355
global_mmd,20260918,Bearing3_3,12,0.007302348501980305,0.015767737478017806,1.2191386222839355
global_mmd,20260918,Bearing3_3,13,0.006040220707654953,0.014768024161458015,1.2191386222839355
global_mmd,20260918,Bearing3_3,14,0.005121712619438767,0.012682813312858343,1.2191386222839355
global_mmd,20260918,Bearing3_3,15,0.004430754808709025,0.01130028972402215,1.2191386222839355
global_mmd,20260918,Bearing3_3,16,0.003943558828905225,0.013042612886056303,1.2191386222839355
global_mmd,20260918,Bearing3_3,17,0.0034887480549514295,0.009937085676938295,1.2191386222839355
global_mmd,20260918,Bearing3_3,18,0.0031744051026180386,0.009552047541365027,1.2191386222839355
global_mmd,20260918,Bearing3_3,19,0.0028695357963442803,0.009939875267446042,1.2191386222839355
global_mmd,20260918,Bearing3_3,20,0.0025877795414999127,0.008394789788872004,1.2191386222839355
global_mmd,20260918,Bearing3_3,21,0.002361532230861485,0.00960292003583163,1.2191386222839355
global_mmd,20260918,Bearing3_3,22,0.0021825828938744963,0.007343403506092727,1.2191386222839355
global_mmd,20260918,Bearing3_3,23,0.0019887481816112996,0.006681648921221495,1.2191386222839355
global_mmd,20260918,Bearing3_3,24,0.001836133236065507,0.007449189759790897,1.2191386222839355
global_mmd,20260918,Bearing3_3,25,0.0016849915846250951,0.00715398786123842,1.2191386222839355
global_mmd,20260918,Bearing3_3,26,0.0015892876544967294,0.007076150109060109,1.2191386222839355
global_mmd,20260918,Bearing3_3,27,0.0014787414693273604,0.006725563621148467,1.2191386222839355
global_mmd,20260918,Bearing3_3,28,0.001396321167703718,0.006093665026128292,1.2191386222839355
global_mmd,20260918,Bearing3_3,29,0.0013517072075046599,0.006842158199287951,1.2191386222839355
global_mmd,20260918,Bearing3_3,30,0.0012755988689605146,0.007086706208065152,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,1,0.359545473754406,0.6280258476734162,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,2,0.17916782051324845,0.5577122092247009,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,3,0.1027749814093113,0.4790488719940186,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,4,0.050006211176514624,0.2499369978904724,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,5,0.03796933349221945,0.17534658759832383,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,6,0.031233860366046428,0.10833242163062096,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,7,0.024639331363141538,0.08043365478515625,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,8,0.01841131504625082,0.06931824758648872,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,9,0.013842771388590335,0.0544773306697607,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,10,0.010748669691383838,0.048420893400907515,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,11,0.008262892812490463,0.040866462513804436,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,12,0.0064667054452002045,0.029561359994113447,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,13,0.005443146172910929,0.02817746913060546,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,14,0.004699001042172313,0.02335631363093853,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,15,0.004254599893465638,0.020126004237681627,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,16,0.003821909846737981,0.024060187581926584,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,17,0.003439402114599943,0.01787684615701437,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,18,0.0032163970870897176,0.022096033301204444,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,19,0.0029262570198625324,0.021247312147170305,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,20,0.002660000801552087,0.019187074154615402,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,21,0.0024048272054642437,0.0183200279250741,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,22,0.0021715705399401484,0.01149434563703835,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,23,0.0020267263287678363,0.014922494813799859,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,24,0.0019290432333946227,0.016756075201556087,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,25,0.0017572235083207488,0.013130279304459692,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,26,0.00167415450559929,0.012386943632736801,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,27,0.0015289274277165532,0.013090735906735063,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,28,0.0014276746544055641,0.011318793380632996,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,29,0.0014077897183597087,0.013428506813943386,1.2191386222839355
conditional_mmd,20260918,Bearing3_3,30,0.0013067850260995329,0.013288723630830645,1.2191386222839355
source_only,20260921,Bearing3_1,1,0.1957055926322937,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,2,0.06839539557695389,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,3,0.04333490766584873,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,4,0.02776902951300144,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,5,0.01703769890591502,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,6,0.01002368559129536,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,7,0.00735283475369215,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,8,0.005985417938791216,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,9,0.0050479161320254205,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,10,0.004455303493887186,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,11,0.003913737507537008,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,12,0.003535126242786646,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,13,0.0031985840760171413,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,14,0.0029002032475546,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,15,0.002650536014698446,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,16,0.0023995111463591457,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,17,0.00220184235367924,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,18,0.002010184351820499,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,19,0.0018435320467688142,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,20,0.0016533794987481087,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,21,0.0015095093345735221,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,22,0.0013696807844098657,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,23,0.0012801824836060406,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,24,0.0011877528857439756,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,25,0.001078846788732335,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,26,0.0010178924771025778,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,27,0.000939222812303342,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,28,0.0008853927167365328,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,29,0.0008160851313732565,0.0,0.7426480054855347
source_only,20260921,Bearing3_1,30,0.0007631048996699974,0.0,0.7426480054855347
global_mmd,20260921,Bearing3_1,1,0.2000451296567917,0.34033790826797483,0.7426480054855347
global_mmd,20260921,Bearing3_1,2,0.08119891360402107,0.1501752592623234,0.7426480054855347
global_mmd,20260921,Bearing3_1,3,0.04936302155256271,0.0708638746291399,0.7426480054855347
global_mmd,20260921,Bearing3_1,4,0.03321099635213613,0.07345203012228012,0.7426480054855347
global_mmd,20260921,Bearing3_1,5,0.02165069580078125,0.08433239161968231,0.7426480054855347
global_mmd,20260921,Bearing3_1,6,0.013707182835787535,0.08074254915118217,0.7426480054855347
global_mmd,20260921,Bearing3_1,7,0.009466188447549938,0.06531312465667724,0.7426480054855347
