representation,effective_dimension,pc1_explained_fraction,pc2_cumulative_fraction,pc2_explained_fraction,pc3_explained_fraction,pc4_explained_fraction,pc5_explained_fraction,pc6_explained_fraction,pc7_explained_fraction,pc8_explained_fraction
raw,1.0015954391261852,0.9992029921705429,0.9998956978546147,0.0006927056840718367,4.2793169992573906e-05,2.5679613429385575e-05,1.2271824835390097e-05,1.043138666316923e-05,8.179982350323522e-06,4.946168114315588e-06
early_centered,1.0012404151499863,0.9993802448744803,0.9998732824026763,0.0004930375281959337,5.480696625300012e-05,3.4512147889195354e-05,1.730637897099642e-05,9.662221407417043e-06,5.372892467113523e-06,5.0569903359013365e-06
