bearing_id,method,mae,r2,prediction_spearman
Bearing1_4,euclidean,0.24042653674878386,-0.530899681747278,0.8531190826846202
Bearing1_5,euclidean,0.31685306528744883,-3.4485256608297403,0.9713064713064712
Bearing1_4,signed_axis,0.2384638784777587,-0.5150501043253128,0.9269145802650955
Bearing1_5,signed_axis,0.32140207330478826,-3.5413722272285817,0.9896214896214895
