bearing_id,method,balanced_accuracy,macro_f1
Bearing1_4,euclidean,0.3333333333333333,0.13675213675213674
Bearing1_5,euclidean,0.0,0.0
Bearing1_4,signed_axis,0.3333333333333333,0.13675213675213674
Bearing1_5,signed_axis,0.0,0.0
