epoch,train_next_step_mse,validation_next_step_mse,gradient_norm_before_clip
58,0.3262324929237366,0.32286831736564636,0.7310543656349182
59,0.31923192739486694,0.31730347871780396,0.7227481603622437
60,0.312351256608963,0.3118472397327423,0.7144320011138916
61,0.3055904805660248,0.3064996302127838,0.7061079144477844
62,0.2989497184753418,0.3012606203556061,0.6977779865264893
63,0.2924289107322693,0.29612997174263,0.6894447207450867
64,0.28602805733680725,0.2911074757575989,0.6811108589172363
65,0.279746949672699,0.2861925959587097,0.6727792024612427
66,0.27358534932136536,0.2813848555088043,0.6644527316093445
67,0.2675429880619049,0.27668365836143494,0.6561346650123596
68,0.2616194188594818,0.27208805084228516,0.6478281617164612
69,0.25581419467926025,0.2675971984863281,0.6395368576049805
70,0.25012674927711487,0.2632099390029907,0.6312640309333801
71,0.24455644190311432,0.258925199508667,0.6230134963989258
72,0.23910248279571533,0.2547416090965271,0.6147885918617249
73,0.23376405239105225,0.2506577968597412,0.606593132019043
74,0.228540301322937,0.24667224287986755,0.5984306335449219
75,0.22343017160892487,0.24278338253498077,0.5903047919273376
76,0.21843262016773224,0.2389894723892212,0.5822191834449768
77,0.21354644000530243,0.2352888286113739,0.5741773843765259
78,0.20877046883106232,0.23167955875396729,0.5661828517913818
79,0.20410341024398804,0.2281598299741745,0.5582389831542969
80,0.19954386353492737,0.22472770512104034,0.5503491759300232
81,0.19509044289588928,0.22138123214244843,0.5425165295600891
82,0.1907416731119156,0.21811836957931519,0.5347442626953125
83,0.18649601936340332,0.21493709087371826,0.5270353555679321
84,0.18235191702842712,0.2118353396654129,0.5193925499916077
85,0.1783076971769333,0.20881110429763794,0.5118186473846436
86,0.17436173558235168,0.20586223900318146,0.5043160915374756
87,0.1705123484134674,0.2029867023229599,0.4968874454498291
88,0.16675779223442078,0.2001824676990509,0.48953476548194885
89,0.16309630870819092,0.19744737446308136,0.48226022720336914
90,0.15952615439891815,0.19477948546409607,0.475065678358078
91,0.15604549646377563,0.1921767294406891,0.4679528474807739
92,0.1526525467634201,0.18963705003261566,0.46092334389686584
93,0.1493454873561859,0.18715858459472656,0.4539784789085388
94,0.1461225152015686,0.18473932147026062,0.44711941480636597
95,0.14298175275325775,0.18237733840942383,0.4403473436832428
96,0.13992144167423248,0.18007081747055054,0.4336630403995514
97,0.13693973422050476,0.17781785130500793,0.42706719040870667
98,0.13403481245040894,0.17561675608158112,0.42056038975715637
99,0.13120490312576294,0.17346574366092682,0.4141431748867035
100,0.1284482330083847,0.17136310040950775,0.4078156352043152
101,0.12576298415660858,0.1693071871995926,0.40157803893089294
102,0.12314750254154205,0.16729645431041718,0.3954303562641144
103,0.12059998512268066,0.16532929241657257,0.38937240839004517
104,0.1181187778711319,0.16340427100658417,0.38340407609939575
105,0.11570220440626144,0.16151995956897736,0.3775250017642975
106,0.11334861069917679,0.15967495739459991,0.3717347979545593
107,0.111056387424469,0.1578679233789444,0.36603277921676636
108,0.10882395505905151,0.1560976654291153,0.36041855812072754
109,0.10664975643157959,0.15436285734176636,0.3548913300037384
110,0.10453227907419205,0.152662456035614,0.34945040941238403
111,0.1024700328707695,0.15099529922008514,0.3440949320793152
112,0.10046153515577316,0.1493603140115738,0.3388240337371826
113,0.098505400121212,0.14775651693344116,0.3336368799209595
114,0.09660021215677261,0.14618298411369324,0.32853251695632935
115,0.09474462270736694,0.14463873207569122,0.3235098421573639
116,0.09293730556964874,0.14312300086021423,0.3185678720474243
117,0.09117696434259415,0.14163491129875183,0.3137056827545166
118,0.08946234732866287,0.14017370343208313,0.3089219629764557
119,0.08779221028089523,0.13873864710330963,0.30421581864356995
120,0.08616536855697632,0.13732905685901642,0.2995860278606415
121,0.08458065986633301,0.13594430685043335,0.29503142833709717
122,0.08303693681955338,0.1345837265253067,0.2905510365962982
123,0.08153311163187027,0.1332467794418335,0.28614360094070435
124,0.08006808906793594,0.13193286955356598,0.2818079888820648
125,0.07864083349704742,0.13064149022102356,0.2775430679321289
126,0.07725033164024353,0.12937214970588684,0.27334773540496826
127,0.07589556276798248,0.1281243860721588,0.26922082901000977
128,0.07457560300827026,0.12689773738384247,0.2651612162590027
129,0.07328949123620987,0.12569177150726318,0.2611677944660187
130,0.07203631848096848,0.12450612336397171,0.2572394907474518
131,0.07081519812345505,0.12334033846855164,0.25337520241737366
132,0.06962527334690094,0.12219412624835968,0.24957385659217834
133,0.0684657096862793,0.12106706202030182,0.24583441019058228
134,0.06733569502830505,0.11995886266231537,0.24215582013130188
135,0.06623443216085434,0.11886918544769287,0.23853713274002075
136,0.06516115367412567,0.11779769510030746,0.23497730493545532
137,0.06411512196063995,0.11674412339925766,0.231475368142128
138,0.06309560686349869,0.11570815742015839,0.22803041338920593
139,0.06210189685225487,0.11468950659036636,0.22464148700237274
140,0.061133310198783875,0.1136879101395607,0.2213076651096344
141,0.060189176350831985,0.11270307749509811,0.21802808344364166
142,0.059268854558467865,0.11173476278781891,0.21480189263820648
143,0.058371707797050476,0.1107826977968216,0.21162822842597961
144,0.05749712511897087,0.10984663665294647,0.2085062712430954
145,0.05664451792836189,0.10892631858587265,0.20543520152568817
146,0.05581327900290489,0.10802154242992401,0.20241427421569824
147,0.05500287190079689,0.10713199526071548,0.19944268465042114
148,0.05421272665262222,0.10625749826431274,0.1965196430683136
149,0.05344231426715851,0.1053977981209755,0.19364450871944427
150,0.052691105753183365,0.10455266386270523,0.1908164918422699
151,0.0519585907459259,0.10372185707092285,0.18803490698337555
152,0.05124428868293762,0.10290514677762985,0.18529903888702393
153,0.05054769292473793,0.10210233181715012,0.1826082170009613
154,0.04986834153532982,0.10131316632032394,0.17996174097061157
155,0.04920577630400658,0.10053743422031403,0.17735899984836578
156,0.048559531569480896,0.09977491945028305,0.17479930818080902
157,0.04792919382452965,0.09902537614107132,0.17228205502033234
158,0.047314319759607315,0.0982886329293251,0.1698065996170044
159,0.04671449959278107,0.09756442904472351,0.16737236082553864
160,0.046129316091537476,0.09685258567333221,0.16497865319252014
161,0.0455583892762661,0.09615286439657211,0.1626249998807907
162,0.0450013242661953,0.09546507149934769,0.16031071543693542
163,0.04445773735642433,0.09478896111249924,0.1580352783203125
164,0.04392727464437485,0.09412438422441483,0.15579809248447418
165,0.043409574776887894,0.09347108751535416,0.1535986065864563
166,0.04290428385138512,0.0928288921713829,0.15143628418445587
167,0.042411062866449356,0.09219758212566376,0.14931057393550873
168,0.04192958027124405,0.09157694876194,0.14722098410129547
169,0.04145951569080353,0.09096680581569672,0.14516696333885193
170,0.041000548750162125,0.09036695212125778,0.14314797520637512
171,0.040552377700805664,0.08977720141410828,0.14116352796554565
172,0.04011469706892967,0.08919733017683029,0.13921312987804413
173,0.039687223732471466,0.0886271670460701,0.13729630410671234
174,0.03926966339349747,0.08806657046079636,0.1354125291109085
175,0.038861747831106186,0.08751527220010757,0.133561372756958
176,0.038463201373815536,0.0869731605052948,0.13174234330654144
177,0.03807377070188522,0.08643999695777893,0.12995494902133942
178,0.037693191319704056,0.08591566234827042,0.1281987726688385
179,0.03732121363282204,0.08539991080760956,0.1264733523130417
180,0.03695760294795036,0.084892638027668,0.12477825582027435
181,0.03660210967063904,0.08439362794160843,0.1231129840016365
182,0.03625452518463135,0.0839027389883995,0.1214771717786789
183,0.03591460362076759,0.0834197998046875,0.11987034231424332
184,0.03558214008808136,0.08294465392827988,0.11829210817813873
185,0.03525692597031593,0.08247712254524231,0.11674200743436813
186,0.0349387489259243,0.08201707899570465,0.11521964520215988
187,0.03462740406394005,0.08156435936689377,0.11372460424900055
188,0.03432270511984825,0.08111879974603653,0.1122564822435379
189,0.03402446582913399,0.08068027347326279,0.11081487685441971
190,0.03373248875141144,0.08024861663579941,0.10939935594797134
191,0.03344660624861717,0.07982372492551804,0.10800954699516296
192,0.03316664695739746,0.07940540462732315,0.10664505511522293
193,0.03289243206381798,0.07899357378482819,0.10530548542737961
194,0.03262380510568619,0.0785880759358406,0.10399045795202255
195,0.03236060217022896,0.07818877696990967,0.10269955545663834
196,0.03210267052054405,0.07779555767774582,0.10143241286277771
197,0.03184986487030983,0.07740827649831772,0.10018866509199142
198,0.031602032482624054,0.0770268514752388,0.09896790981292725
199,0.03135903552174568,0.07665111124515533,0.09776979684829712
200,0.03112073987722397,0.07628098130226135,0.09659392386674881
201,0.030887005850672722,0.07591631263494492,0.09543992578983307
202,0.03065771423280239,0.07555703073740005,0.09430747479200363
203,0.030432725325226784,0.07520299404859543,0.09319612383842468
204,0.030211931094527245,0.07485411316156387,0.09210558980703354
205,0.029995208606123924,0.07451027631759644,0.09103544801473618
206,0.02978244423866272,0.07417136430740356,0.08998536318540573
207,0.029573529958724976,0.07383731007575989,0.08895499259233475
208,0.029368355870246887,0.07350799441337585,0.08794396370649338
209,0.029166821390390396,0.0731833353638649,0.08695193380117416
210,0.028968820348381996,0.07286321371793747,0.08597852289676666
211,0.028774261474609375,0.0725475549697876,0.0850234106183052
212,0.028583044186234474,0.07223627716302872,0.08408623188734055
213,0.02839508280158043,0.07192927598953247,0.08316665142774582
214,0.028210287913680077,0.07162646949291229,0.08226431161165237
215,0.028028571978211403,0.07132776826620102,0.08137889951467514
216,0.027849853038787842,0.07103309780359268,0.08051007986068726
217,0.027674051001667976,0.07074237614870071,0.07965749502182007
218,0.027501089498400688,0.07045552134513855,0.0788208395242691
219,0.02733089216053486,0.07017248123884201,0.0779997780919075
220,0.02716338261961937,0.06989312916994095,0.0771939679980278
221,0.02699849382042885,0.06961743533611298,0.07640310376882553
222,0.026836158707737923,0.06934531033039093,0.07562686502933502
223,0.02667631022632122,0.06907667964696884,0.0748649388551712
224,0.02651888318359852,0.06881147623062134,0.0741170346736908
225,0.02636381797492504,0.06854965537786484,0.07338280975818634
226,0.026211047545075417,0.06829112768173218,0.07266200333833694
227,0.026060521602630615,0.06803583353757858,0.07195428013801575
228,0.02591218426823616,0.06778372079133987,0.07125935703516006
229,0.025765972211956978,0.06753470003604889,0.07057695835828781
230,0.025621846318244934,0.06728873401880264,0.0699067935347557
231,0.025479745119810104,0.06704577803611755,0.06924857199192047
232,0.02533961832523346,0.06680575013160706,0.06860204041004181
233,0.025201428681612015,0.06656861305236816,0.06796690821647644
234,0.025065120309591293,0.06633428484201431,0.06734292209148407
235,0.024930648505687714,0.06610273569822311,0.06672979146242142
236,0.024797972291707993,0.06587392091751099,0.06612730026245117
237,0.024667052552103996,0.06564776599407196,0.06553518772125244
238,0.024537844583392143,0.06542423367500305,0.06495318561792374
239,0.024410312995314598,0.06520327925682068,0.06438108533620834
240,0.02428441122174263,0.06498485803604126,0.06381862610578537
241,0.02416010946035385,0.06476891785860062,0.0632656067609787
242,0.024037372320890427,0.06455540657043457,0.06272177398204803
243,0.023916156962513924,0.06434430181980133,0.06218692660331726
244,0.02379644475877285,0.06413554400205612,0.06166086345911026
245,0.023678183555603027,0.06392910331487656,0.061143357306718826
246,0.023561356589198112,0.06372492760419846,0.060634203255176544
247,0.02344592660665512,0.06352298706769943,0.060133207589387894
248,0.023331865668296814,0.06332322955131531,0.05964018777012825
249,0.023219143971800804,0.0631256252527237,0.0591549389064312
250,0.023107733577489853,0.0629301443696022,0.05867728963494301
251,0.02299760840833187,0.06273674964904785,0.05820706486701965
252,0.02288874238729477,0.06254540383815765,0.057744089514017105
253,0.02278110571205616,0.062356073409318924,0.05728819593787193
254,0.0226746816188097,0.06216870993375778,0.05683921277523041
255,0.022569438442587852,0.06198329105973244,0.056397002190351486
256,0.022465355694293976,0.06179980933666229,0.05596139281988144
257,0.02236241102218628,0.06161819398403168,0.05553225055336952
258,0.02226058579981327,0.06143844127655029,0.05510939285159111
259,0.02215985395014286,0.06126050651073456,0.054692719131708145
260,0.022060193121433258,0.06108436733484268,0.054282061755657196
261,0.02196158654987812,0.060910001397132874,0.05387730151414871
262,0.021864017471671104,0.060737382620573044,0.05347829312086105
263,0.02176745794713497,0.06056646257638931,0.05308492109179497
264,0.021671898663043976,0.06039722263813019,0.052697062492370605
265,0.021577320992946625,0.06022966280579567,0.05231458321213722
266,0.02148370072245598,0.06006372720003128,0.051937393844127655
267,0.02139102853834629,0.05989941582083702,0.05156533792614937
268,0.02129928022623062,0.05973668023943901,0.05119834840297699
269,0.021208446472883224,0.059575505554676056,0.05083627998828888
270,0.02111850678920746,0.05941588059067726,0.05047903582453728
271,0.02102944813668728,0.05925777181982994,0.050126511603593826
272,0.02094125933945179,0.059101153165102005,0.049778617918491364
273,0.02085391990840435,0.05894600972533226,0.04943525418639183
274,0.020767416805028915,0.058792319148778915,0.04909629002213478
275,0.02068173699080944,0.05864006653428078,0.048761676996946335
276,0.02059687301516533,0.058489225804805756,0.04843130335211754
277,0.02051280438899994,0.05833977460861206,0.04810508340597153
278,0.020429521799087524,0.0581916905939579,0.04778292775154114
279,0.020347008481621742,0.05804497376084328,0.04746473953127861
280,0.020265256986021996,0.057899583131074905,0.04715045914053917
281,0.020184257999062538,0.057755518704652786,0.046839989721775055
282,0.020103992894291878,0.05761275812983513,0.04653326794505119
283,0.020024457946419716,0.05747128278017044,0.04623018950223923
284,0.01994563639163971,0.05733106657862663,0.045930713415145874
285,0.019867518916726112,0.05719210207462311,0.045634739100933075
286,0.01979009620845318,0.05705436319112778,0.04534219577908516
287,0.01971335895359516,0.05691785737872124,0.04505303502082825
288,0.019637295976281166,0.056782547384500504,0.044767171144485474
289,0.019561901688575745,0.05664842948317528,0.044484540820121765
290,0.019487159326672554,0.05651548132300377,0.04420509561896324
291,0.019413063302636147,0.05638369172811508,0.04392874613404274
292,0.019339604303240776,0.05625305324792862,0.04365545138716698
293,0.019266773015260696,0.056123536080121994,0.043385136872529984
294,0.01919456571340561,0.05599513649940491,0.04311775416135788
295,0.019122963771224022,0.05586784705519676,0.04285324364900589
296,0.019051969051361084,0.05574164539575577,0.042591556906700134
297,0.01898156851530075,0.05561651289463043,0.04233262315392494
298,0.018911752849817276,0.055492449551820755,0.042076412588357925
299,0.01884252391755581,0.05536944046616554,0.041822854429483414
300,0.01877385936677456,0.05524745211005211,0.04157191142439842
