bearing_id,split,distance_rho,centered_hmm_rho,predictive_gru_rho,gru_minus_distance,gru_minus_centered_hmm,gru_collapsed,gru_next_step_mse
Bearing1_1,train,0.9640553697828841,0.9162929304932526,0.9637314584583725,-0.0003239113245115943,0.047438527965119937,False,0.024589307606220245
Bearing1_2,train,0.9940231170408648,0.8313675630680473,0.9988624642110034,0.004839347170138675,0.16749490114295618,False,0.020000306889414787
Bearing1_3,train,0.9543771955743785,0.9460936350184548,0.9663728290488852,0.011995633474506717,0.020279194030430436,False,0.012814543209969997
Bearing1_4,validation,0.8489488430415958,0.962268288705045,0.8941495718960011,0.04520072885440529,-0.06811871680904391,False,0.05524745211005211
Bearing1_5,holdout_test,0.9502133712660028,0.8962683085662442,0.9321953532479847,-0.018018018018018056,0.03592704468174057,False,0.031288132071495056
