seed,test_bearing,train_bearings,window_count,spearman_progress,backward_step_fraction,final_training_loss,checkpoint_sha256
20260918,Bearing3_1,Bearing3_2+Bearing3_3,2529,0.2977692262640383,0.48299050632911394,0.0003794128723724215,7834954985f3eb1fdf1537770b8a57d018574a0377116f2a5411d6abb3e824a2
20260918,Bearing3_2,Bearing3_1+Bearing3_3,2487,0.16291058135414843,0.4835076427996782,0.0002572085105947569,b8dcfdf88f1d098a0473a5fb1141683c5ea12b812deb81e3399b98c2f9143d60
20260918,Bearing3_3,Bearing3_1+Bearing3_2,362,0.19791793808999542,0.4626038781163435,0.0002384226795852606,ae42931131e4c36c25ae8ccdc85b33a9ed14a02827a8a3c6be9bc0916ff7bf96
20260921,Bearing3_1,Bearing3_2+Bearing3_3,2529,0.4062838542758897,0.4007120253164557,0.0004110941872162793,f27b6c57313680fefd21d92a4d1f5343e0e4585c9bdf4f33ad21ea0a95dfc705
20260921,Bearing3_2,Bearing3_1+Bearing3_3,2487,0.4720735077219784,0.48390989541432017,0.0003470063634524112,02886ed13ed6b6a5f62d85696012198a960710b92468330f722eae3ad4c0a873
20260921,Bearing3_3,Bearing3_1+Bearing3_2,362,0.3310042901499198,0.5124653739612188,0.000317973212906764,f5460fef89de7d1bef92046ad3f595c2995e78e0530c574120ce6b20fb2daa65
20260924,Bearing3_1,Bearing3_2+Bearing3_3,2529,0.3177951960881994,0.49841772151898733,0.00028770453231266276,62c9ab0ef4a93435467877c07c5a1032f9a2d822c244cbce18ffa4aa3b92a616
20260924,Bearing3_2,Bearing3_1+Bearing3_3,2487,-0.5246259240024728,0.5,0.000212169563699696,f7d32e917cd07243951a7ab5ec4676741d58503b3664dd8b2c833bbdb9013b8b
20260924,Bearing3_3,Bearing3_1+Bearing3_2,362,0.6544336191279292,0.4792243767313019,0.00021137985705076443,3ac0398153f7bceedf46464a3784300b4c33050b056c17e7606efc1000cb1a71
