readout,mean_rho_across_bearings_descriptive,mean_seed_std_across_bearings,mean_seed_std_bearing1_4_and_1_5,minimum_rho_over_all_seed_bearing_pairs,total_collapse_count
hidden_distance,0.9384258384964632,0.0195882678876728,0.047591898397843405,0.756377551020408,0
predicted_z_distance,0.9286976605814752,0.01951653156088942,0.04742827407640836,0.7297890805806857,0
prediction_residual,0.17670716978181486,0.03757914371437561,0.0189744280666078,-0.4695192509993688,0
