test_bearing,train_bearings,seed,rho,first_last_delta,backward_fraction
Bearing3_1,Bearing3_2+Bearing3_3,20260918,0.7094605238033234,27.322418212890625,0.4637738853503185
Bearing3_2,Bearing3_1+Bearing3_3,20260919,0.521974351397241,23.004987716674805,0.49757085020242914
Bearing3_3,Bearing3_1+Bearing3_2,20260920,-0.3981008363070385,40.2295036315918,0.5333333333333333
