seed,test_bearing,train_bearings,spearman_progress,backward_step_fraction,checkpoint_sha256
20260918,Bearing3_1,Bearing3_2+Bearing3_3,0.6447947564973108,0.4619629483642097,edbcae1e45d37a766e625eed92311cb61d3fd5e415b858e4f3149bd9ab5570df
20260918,Bearing3_2,Bearing3_1+Bearing3_3,-0.6557216277201338,0.4749498997995992,08d9040c3b30a61cb374063a35d641897035b3d16c7a3e9611fd3534787300f5
20260918,Bearing3_3,Bearing3_1+Bearing3_2,-0.43048845976220607,0.47297297297297297,102d1a46a211fa1b6beae13aeaf61ad1c026c35e3b63d97a5cd475fe8b8c123d
20260921,Bearing3_1,Bearing3_2+Bearing3_3,0.46491670211345737,0.4840362633031139,3ba774189f055bbabea18f58e674276a76e919b7ec5f9558d18f92269b81a607
20260921,Bearing3_2,Bearing3_1+Bearing3_3,-0.2832711101324114,0.4909819639278557,b5055e5c4f6d9d421017b5cc292382ad11a06513ed70809efed33d7411a6659c
20260921,Bearing3_3,Bearing3_1+Bearing3_2,-0.3407134385530304,0.4837837837837838,98231016d550661c345f2d0a64ab6abd9eedc9783ade6a7a267198cc896fc25c
20260924,Bearing3_1,Bearing3_2+Bearing3_3,0.6846859820887856,0.3969255025620812,37854a61d8b619d39454b5f518ba2dd580182a81b18332ed0e12ec5dfe7792a3
20260924,Bearing3_2,Bearing3_1+Bearing3_3,-0.41588331081687413,0.4945891783567134,eebd9c58d18c54e00ea8406aa43071d816b21cc97062fabb7726ad5fd123a4d5
20260924,Bearing3_3,Bearing3_1+Bearing3_2,-0.21800329015017206,0.4972972972972973,aa36dc6769e1910a16e707b5c5ae588ffb5ce9b3f845a3209ae685f3958f94ea
