bearing_id,mean_spearman,std_spearman,positive_seed_count
Bearing3_1,0.5981324802331845,0.09559518859869737,3
Bearing3_2,-0.45162534955647304,0.15413839455240175,0
Bearing3_3,-0.3297350628218028,0.08709336131047617,0
