seed,test_bearing,iteration,contrastive_loss
20260918,Bearing3_1,129,1.739121675491333
20260918,Bearing3_1,130,1.6439298391342163
20260918,Bearing3_1,131,1.8034151792526245
20260918,Bearing3_1,132,1.6965655088424683
20260918,Bearing3_1,133,1.7059475183486938
20260918,Bearing3_1,134,1.7440131902694702
20260918,Bearing3_1,135,1.7568753957748413
20260918,Bearing3_1,136,1.1268715858459473
20260918,Bearing3_1,137,1.6230958700180054
20260918,Bearing3_1,138,1.6685231924057007
20260918,Bearing3_1,139,1.718045711517334
20260918,Bearing3_1,140,1.7503846883773804
20260918,Bearing3_1,141,1.6252769231796265
20260918,Bearing3_1,142,1.5485728979110718
20260918,Bearing3_1,143,1.536056399345398
20260918,Bearing3_1,144,1.632096529006958
20260918,Bearing3_1,145,1.7595250606536865
20260918,Bearing3_1,146,1.6951329708099365
20260918,Bearing3_1,147,1.5911132097244263
20260918,Bearing3_1,148,1.520694613456726
20260918,Bearing3_1,149,1.6208735704421997
20260918,Bearing3_1,150,1.3884541988372803
20260918,Bearing3_1,151,1.6210700273513794
20260918,Bearing3_1,152,1.4083566665649414
20260918,Bearing3_1,153,1.3804821968078613
20260918,Bearing3_1,154,1.6012779474258423
20260918,Bearing3_1,155,1.4878466129302979
20260918,Bearing3_1,156,1.539499044418335
20260918,Bearing3_1,157,1.7654231786727905
20260918,Bearing3_1,158,1.7308614253997803
20260918,Bearing3_1,159,2.007512331008911
20260918,Bearing3_1,160,1.8742256164550781
20260918,Bearing3_1,161,1.5889261960983276
20260918,Bearing3_1,162,1.6651595830917358
20260918,Bearing3_1,163,1.599966287612915
20260918,Bearing3_1,164,1.5855823755264282
20260918,Bearing3_1,165,1.5412784814834595
20260918,Bearing3_1,166,1.6625791788101196
20260918,Bearing3_1,167,1.7345936298370361
20260918,Bearing3_1,168,1.4974513053894043
20260918,Bearing3_1,169,1.5985543727874756
20260918,Bearing3_1,170,1.8010928630828857
20260918,Bearing3_1,171,1.5214624404907227
20260918,Bearing3_1,172,1.6589136123657227
20260918,Bearing3_1,173,1.620932698249817
20260918,Bearing3_1,174,1.5371888875961304
20260918,Bearing3_1,175,1.5767523050308228
20260918,Bearing3_1,176,1.9238837957382202
20260918,Bearing3_1,177,1.6276243925094604
20260918,Bearing3_1,178,1.520623803138733
20260918,Bearing3_1,179,1.6619720458984375
20260918,Bearing3_1,180,1.6353281736373901
20260918,Bearing3_1,181,1.8088555335998535
20260918,Bearing3_1,182,1.5055805444717407
20260918,Bearing3_1,183,2.1124002933502197
20260918,Bearing3_1,184,1.548636794090271
20260918,Bearing3_1,185,1.4623013734817505
20260918,Bearing3_1,186,1.5084065198898315
20260918,Bearing3_1,187,1.545014500617981
20260918,Bearing3_1,188,1.3569550514221191
20260918,Bearing3_1,189,1.3526973724365234
20260918,Bearing3_1,190,1.5037559270858765
20260918,Bearing3_1,191,1.4153592586517334
20260918,Bearing3_1,192,1.4238938093185425
20260918,Bearing3_1,193,1.2844144105911255
20260918,Bearing3_1,194,1.60635244846344
20260918,Bearing3_1,195,1.422998309135437
20260918,Bearing3_1,196,1.5461856126785278
20260918,Bearing3_1,197,1.3123910427093506
20260918,Bearing3_1,198,1.6720845699310303
20260918,Bearing3_1,199,1.460418701171875
20260918,Bearing3_1,200,1.5594334602355957
20260918,Bearing3_2,1,15.167407035827637
20260918,Bearing3_2,2,7.909608364105225
20260918,Bearing3_2,3,8.2627534866333
20260918,Bearing3_2,4,3.6700050830841064
20260918,Bearing3_2,5,5.509150981903076
20260918,Bearing3_2,6,5.469618797302246
20260918,Bearing3_2,7,3.6950974464416504
20260918,Bearing3_2,8,2.9115896224975586
20260918,Bearing3_2,9,3.1351163387298584
20260918,Bearing3_2,10,2.5880279541015625
20260918,Bearing3_2,11,3.0365970134735107
20260918,Bearing3_2,12,2.86564564704895
20260918,Bearing3_2,13,2.468944787979126
20260918,Bearing3_2,14,2.949333906173706
20260918,Bearing3_2,15,2.78359055519104
20260918,Bearing3_2,16,2.2786993980407715
20260918,Bearing3_2,17,2.2816224098205566
20260918,Bearing3_2,18,2.665815830230713
20260918,Bearing3_2,19,2.763810634613037
20260918,Bearing3_2,20,2.7883152961730957
20260918,Bearing3_2,21,2.4900834560394287
20260918,Bearing3_2,22,2.4176673889160156
20260918,Bearing3_2,23,2.4672112464904785
20260918,Bearing3_2,24,2.5635204315185547
20260918,Bearing3_2,25,2.2561028003692627
20260918,Bearing3_2,26,2.1907565593719482
20260918,Bearing3_2,27,2.373558282852173
20260918,Bearing3_2,28,2.411834478378296
20260918,Bearing3_2,29,2.2148706912994385
20260918,Bearing3_2,30,2.1163203716278076
20260918,Bearing3_2,31,2.403315782546997
20260918,Bearing3_2,32,2.1014657020568848
20260918,Bearing3_2,33,2.279960870742798
20260918,Bearing3_2,34,2.4243152141571045
20260918,Bearing3_2,35,2.344959259033203
20260918,Bearing3_2,36,2.3309879302978516
20260918,Bearing3_2,37,1.9089536666870117
20260918,Bearing3_2,38,2.128396511077881
20260918,Bearing3_2,39,2.226503849029541
20260918,Bearing3_2,40,2.097754955291748
20260918,Bearing3_2,41,2.306330919265747
20260918,Bearing3_2,42,2.2439093589782715
20260918,Bearing3_2,43,2.3969876766204834
20260918,Bearing3_2,44,2.3424861431121826
20260918,Bearing3_2,45,2.1969261169433594
20260918,Bearing3_2,46,2.1959362030029297
20260918,Bearing3_2,47,2.0359737873077393
20260918,Bearing3_2,48,2.1115329265594482
20260918,Bearing3_2,49,2.324632406234741
20260918,Bearing3_2,50,2.244730234146118
20260918,Bearing3_2,51,2.073871374130249
20260918,Bearing3_2,52,2.087655782699585
20260918,Bearing3_2,53,2.1693146228790283
20260918,Bearing3_2,54,1.998490571975708
20260918,Bearing3_2,55,2.1366114616394043
20260918,Bearing3_2,56,1.9531373977661133
20260918,Bearing3_2,57,2.170441150665283
20260918,Bearing3_2,58,2.1734182834625244
20260918,Bearing3_2,59,2.2811427116394043
20260918,Bearing3_2,60,2.240323543548584
20260918,Bearing3_2,61,2.19675612449646
20260918,Bearing3_2,62,1.6068010330200195
20260918,Bearing3_2,63,2.166872501373291
20260918,Bearing3_2,64,2.283341646194458
20260918,Bearing3_2,65,2.1977782249450684
20260918,Bearing3_2,66,1.8542362451553345
20260918,Bearing3_2,67,2.2831451892852783
20260918,Bearing3_2,68,2.2168991565704346
20260918,Bearing3_2,69,2.012352705001831
20260918,Bearing3_2,70,2.3186683654785156
20260918,Bearing3_2,71,2.106436252593994
20260918,Bearing3_2,72,2.1322360038757324
20260918,Bearing3_2,73,1.2950443029403687
20260918,Bearing3_2,74,2.301553726196289
20260918,Bearing3_2,75,2.069679021835327
20260918,Bearing3_2,76,2.1755311489105225
20260918,Bearing3_2,77,2.2065465450286865
20260918,Bearing3_2,78,2.0545620918273926
20260918,Bearing3_2,79,2.2834882736206055
20260918,Bearing3_2,80,2.122584581375122
20260918,Bearing3_2,81,2.1155290603637695
20260918,Bearing3_2,82,1.419489860534668
20260918,Bearing3_2,83,2.2266581058502197
20260918,Bearing3_2,84,1.7497857809066772
20260918,Bearing3_2,85,2.1945619583129883
20260918,Bearing3_2,86,2.095264196395874
20260918,Bearing3_2,87,1.9158436059951782
20260918,Bearing3_2,88,2.04388165473938
20260918,Bearing3_2,89,2.0732481479644775
20260918,Bearing3_2,90,1.9288870096206665
20260918,Bearing3_2,91,2.2000527381896973
20260918,Bearing3_2,92,1.9914988279342651
20260918,Bearing3_2,93,2.114041805267334
20260918,Bearing3_2,94,2.1395423412323
20260918,Bearing3_2,95,1.6793609857559204
20260918,Bearing3_2,96,1.5188965797424316
20260918,Bearing3_2,97,2.0245471000671387
20260918,Bearing3_2,98,2.092989683151245
20260918,Bearing3_2,99,2.0096805095672607
20260918,Bearing3_2,100,2.1110401153564453
20260918,Bearing3_2,101,1.7515323162078857
20260918,Bearing3_2,102,1.91880202293396
20260918,Bearing3_2,103,2.1452720165252686
20260918,Bearing3_2,104,2.0173561573028564
20260918,Bearing3_2,105,2.1638152599334717
20260918,Bearing3_2,106,1.8064627647399902
20260918,Bearing3_2,107,2.181067705154419
20260918,Bearing3_2,108,1.7697358131408691
20260918,Bearing3_2,109,2.0891146659851074
20260918,Bearing3_2,110,2.2120916843414307
20260918,Bearing3_2,111,1.8979681730270386
20260918,Bearing3_2,112,1.9353371858596802
20260918,Bearing3_2,113,1.9915640354156494
20260918,Bearing3_2,114,1.9546011686325073
20260918,Bearing3_2,115,1.943609595298767
20260918,Bearing3_2,116,2.0653085708618164
20260918,Bearing3_2,117,1.873025894165039
20260918,Bearing3_2,118,1.9294002056121826
20260918,Bearing3_2,119,1.6595678329467773
20260918,Bearing3_2,120,1.7953699827194214
20260918,Bearing3_2,121,1.4181928634643555
20260918,Bearing3_2,122,2.125837564468384
20260918,Bearing3_2,123,1.9100446701049805
20260918,Bearing3_2,124,1.6981946229934692
20260918,Bearing3_2,125,1.5286483764648438
20260918,Bearing3_2,126,2.0809624195098877
20260918,Bearing3_2,127,1.9051895141601562
20260918,Bearing3_2,128,2.0155439376831055
20260918,Bearing3_2,129,1.8858493566513062
20260918,Bearing3_2,130,1.8948363065719604
20260918,Bearing3_2,131,2.098315715789795
20260918,Bearing3_2,132,2.0165398120880127
20260918,Bearing3_2,133,2.0029773712158203
20260918,Bearing3_2,134,1.9666625261306763
20260918,Bearing3_2,135,1.9255244731903076
20260918,Bearing3_2,136,1.3792096376419067
20260918,Bearing3_2,137,1.7720003128051758
20260918,Bearing3_2,138,1.972747564315796
20260918,Bearing3_2,139,1.9452084302902222
20260918,Bearing3_2,140,1.805366039276123
20260918,Bearing3_2,141,1.9317642450332642
20260918,Bearing3_2,142,1.8561170101165771
20260918,Bearing3_2,143,1.8325004577636719
20260918,Bearing3_2,144,1.9240249395370483
20260918,Bearing3_2,145,2.0526905059814453
20260918,Bearing3_2,146,1.8757177591323853
20260918,Bearing3_2,147,1.845116376876831
20260918,Bearing3_2,148,1.900051474571228
20260918,Bearing3_2,149,1.804887056350708
20260918,Bearing3_2,150,1.7999598979949951
20260918,Bearing3_2,151,1.9267568588256836
20260918,Bearing3_2,152,1.7831834554672241
20260918,Bearing3_2,153,1.6933586597442627
20260918,Bearing3_2,154,2.06412410736084
20260918,Bearing3_2,155,1.7883380651474
20260918,Bearing3_2,156,1.6662380695343018
20260918,Bearing3_2,157,2.0088963508605957
20260918,Bearing3_2,158,2.038874387741089
20260918,Bearing3_2,159,2.2107834815979004
20260918,Bearing3_2,160,1.8771601915359497
20260918,Bearing3_2,161,1.924299955368042
20260918,Bearing3_2,162,1.651898980140686
20260918,Bearing3_2,163,1.86435866355896
20260918,Bearing3_2,164,1.8317755460739136
20260918,Bearing3_2,165,1.7623910903930664
20260918,Bearing3_2,166,1.8913681507110596
20260918,Bearing3_2,167,1.840790033340454
20260918,Bearing3_2,168,1.6546896696090698
20260918,Bearing3_2,169,1.8983526229858398
20260918,Bearing3_2,170,1.9984948635101318
20260918,Bearing3_2,171,1.8165608644485474
20260918,Bearing3_2,172,1.9368451833724976
20260918,Bearing3_2,173,1.8795169591903687
20260918,Bearing3_2,174,1.713228464126587
20260918,Bearing3_2,175,1.910784363746643
20260918,Bearing3_2,176,2.079150915145874
20260918,Bearing3_2,177,1.7766709327697754
20260918,Bearing3_2,178,1.8081072568893433
20260918,Bearing3_2,179,1.9370635747909546
20260918,Bearing3_2,180,1.8444563150405884
20260918,Bearing3_2,181,2.02923321723938
20260918,Bearing3_2,182,1.7290077209472656
20260918,Bearing3_2,183,2.1252529621124268
20260918,Bearing3_2,184,1.738663673400879
20260918,Bearing3_2,185,1.781803846359253
20260918,Bearing3_2,186,1.645304799079895
20260918,Bearing3_2,187,1.810418963432312
20260918,Bearing3_2,188,1.6019554138183594
20260918,Bearing3_2,189,1.623531460762024
20260918,Bearing3_2,190,1.783313274383545
20260918,Bearing3_2,191,1.6887153387069702
20260918,Bearing3_2,192,1.6330578327178955
20260918,Bearing3_2,193,1.403419017791748
20260918,Bearing3_2,194,1.8862696886062622
20260918,Bearing3_2,195,1.7458151578903198
20260918,Bearing3_2,196,1.766403079032898
20260918,Bearing3_2,197,1.7006340026855469
20260918,Bearing3_2,198,1.8419599533081055
20260918,Bearing3_2,199,1.6940478086471558
20260918,Bearing3_2,200,1.6395151615142822
20260918,Bearing3_3,1,16.070693969726562
20260918,Bearing3_3,2,8.674981117248535
20260918,Bearing3_3,3,8.710649490356445
20260918,Bearing3_3,4,4.38159704208374
20260918,Bearing3_3,5,5.962243556976318
20260918,Bearing3_3,6,5.546765327453613
20260918,Bearing3_3,7,4.146398067474365
20260918,Bearing3_3,8,3.290480375289917
20260918,Bearing3_3,9,3.533296823501587
20260918,Bearing3_3,10,3.0071022510528564
20260918,Bearing3_3,11,3.4148786067962646
20260918,Bearing3_3,12,3.140230655670166
20260918,Bearing3_3,13,2.5300028324127197
20260918,Bearing3_3,14,3.1759278774261475
20260918,Bearing3_3,15,2.970393419265747
20260918,Bearing3_3,16,2.218761920928955
20260918,Bearing3_3,17,2.2910163402557373
20260918,Bearing3_3,18,2.797459840774536
20260918,Bearing3_3,19,2.639832019805908
20260918,Bearing3_3,20,2.7942848205566406
20260918,Bearing3_3,21,2.58410382270813
20260918,Bearing3_3,22,2.4010870456695557
20260918,Bearing3_3,23,2.446213483810425
20260918,Bearing3_3,24,2.6257994174957275
20260918,Bearing3_3,25,2.2922234535217285
20260918,Bearing3_3,26,2.1826844215393066
20260918,Bearing3_3,27,2.4729344844818115
20260918,Bearing3_3,28,2.4053871631622314
20260918,Bearing3_3,29,2.2459733486175537
20260918,Bearing3_3,30,2.11930251121521
20260918,Bearing3_3,31,2.43890118598938
20260918,Bearing3_3,32,2.034109592437744
20260918,Bearing3_3,33,2.3005635738372803
20260918,Bearing3_3,34,2.3890347480773926
20260918,Bearing3_3,35,2.3304288387298584
20260918,Bearing3_3,36,2.3035013675689697
20260918,Bearing3_3,37,1.9338083267211914
20260918,Bearing3_3,38,2.0513718128204346
20260918,Bearing3_3,39,2.138460159301758
20260918,Bearing3_3,40,2.0922834873199463
20260918,Bearing3_3,41,2.354118585586548
20260918,Bearing3_3,42,2.2599329948425293
20260918,Bearing3_3,43,2.2990663051605225
20260918,Bearing3_3,44,2.229174852371216
20260918,Bearing3_3,45,2.093350410461426
20260918,Bearing3_3,46,2.177903413772583
20260918,Bearing3_3,47,2.0642008781433105
20260918,Bearing3_3,48,2.1047496795654297
20260918,Bearing3_3,49,2.3030283451080322
20260918,Bearing3_3,50,2.2323923110961914
20260918,Bearing3_3,51,1.931296706199646
20260918,Bearing3_3,52,2.0371294021606445
20260918,Bearing3_3,53,2.0897536277770996
20260918,Bearing3_3,54,1.9861148595809937
20260918,Bearing3_3,55,2.170886278152466
20260918,Bearing3_3,56,2.042428493499756
20260918,Bearing3_3,57,2.061575174331665
20260918,Bearing3_3,58,2.1570029258728027
20260918,Bearing3_3,59,2.2209255695343018
20260918,Bearing3_3,60,2.266944408416748
20260918,Bearing3_3,61,2.0723350048065186
20260918,Bearing3_3,62,1.62034010887146
20260918,Bearing3_3,63,2.1153721809387207
20260918,Bearing3_3,64,2.2575900554656982
20260918,Bearing3_3,65,2.10900616645813
20260918,Bearing3_3,66,1.843377709388733
20260918,Bearing3_3,67,2.241793632507324
20260918,Bearing3_3,68,2.111708879470825
20260918,Bearing3_3,69,2.086592435836792
20260918,Bearing3_3,70,2.1938154697418213
20260918,Bearing3_3,71,2.1085243225097656
20260918,Bearing3_3,72,2.064612627029419
20260918,Bearing3_3,73,1.3481380939483643
20260918,Bearing3_3,74,2.2454655170440674
20260918,Bearing3_3,75,2.128375768661499
20260918,Bearing3_3,76,2.178892135620117
20260918,Bearing3_3,77,2.081254243850708
20260918,Bearing3_3,78,2.0302743911743164
20260918,Bearing3_3,79,2.2358062267303467
20260918,Bearing3_3,80,2.113309144973755
20260918,Bearing3_3,81,2.0782434940338135
20260918,Bearing3_3,82,1.5103263854980469
20260918,Bearing3_3,83,2.133826494216919
20260918,Bearing3_3,84,1.7738933563232422
20260918,Bearing3_3,85,2.0396931171417236
20260918,Bearing3_3,86,2.0009496212005615
20260918,Bearing3_3,87,1.865021824836731
20260918,Bearing3_3,88,2.0620405673980713
20260918,Bearing3_3,89,1.9638890027999878
20260918,Bearing3_3,90,1.8576217889785767
20260918,Bearing3_3,91,2.221569061279297
20260918,Bearing3_3,92,1.9776147603988647
20260918,Bearing3_3,93,2.087493658065796
20260918,Bearing3_3,94,2.1258158683776855
20260918,Bearing3_3,95,1.6291766166687012
20260918,Bearing3_3,96,1.5012801885604858
20260918,Bearing3_3,97,2.0132665634155273
20260918,Bearing3_3,98,1.970929741859436
20260918,Bearing3_3,99,2.011122941970825
20260918,Bearing3_3,100,2.093557596206665
20260918,Bearing3_3,101,1.7221705913543701
20260918,Bearing3_3,102,1.9050747156143188
20260918,Bearing3_3,103,2.0199391841888428
20260918,Bearing3_3,104,1.9217356443405151
20260918,Bearing3_3,105,2.2212750911712646
20260918,Bearing3_3,106,1.7808289527893066
20260918,Bearing3_3,107,2.1577789783477783
20260918,Bearing3_3,108,1.8127340078353882
20260918,Bearing3_3,109,2.0435192584991455
20260918,Bearing3_3,110,2.1821084022521973
20260918,Bearing3_3,111,1.8806746006011963
20260918,Bearing3_3,112,1.9610843658447266
20260918,Bearing3_3,113,1.9872124195098877
20260918,Bearing3_3,114,1.9316980838775635
20260918,Bearing3_3,115,1.9748504161834717
20260918,Bearing3_3,116,1.8702133893966675
20260918,Bearing3_3,117,1.7975914478302002
20260918,Bearing3_3,118,1.9231055974960327
20260918,Bearing3_3,119,1.6822872161865234
20260918,Bearing3_3,120,1.7709277868270874
20260918,Bearing3_3,121,1.461398720741272
20260918,Bearing3_3,122,2.006967544555664
20260918,Bearing3_3,123,1.8984079360961914
20260918,Bearing3_3,124,1.6802759170532227
20260918,Bearing3_3,125,1.4794774055480957
20260918,Bearing3_3,126,1.958452582359314
20260918,Bearing3_3,127,1.9178998470306396
20260918,Bearing3_3,128,1.9370228052139282
20260918,Bearing3_3,129,1.7742489576339722
20260918,Bearing3_3,130,1.8492517471313477
20260918,Bearing3_3,131,1.9571627378463745
20260918,Bearing3_3,132,2.0998449325561523
20260918,Bearing3_3,133,1.920277714729309
20260918,Bearing3_3,134,1.9256600141525269
20260918,Bearing3_3,135,1.8504383563995361
20260918,Bearing3_3,136,1.3121633529663086
20260918,Bearing3_3,137,1.8388346433639526
20260918,Bearing3_3,138,1.9302400350570679
20260918,Bearing3_3,139,1.8823565244674683
20260918,Bearing3_3,140,1.7944540977478027
20260918,Bearing3_3,141,1.9254592657089233
20260918,Bearing3_3,142,1.8037852048873901
20260918,Bearing3_3,143,1.7603379487991333
20260918,Bearing3_3,144,1.8744906187057495
20260918,Bearing3_3,145,2.016990900039673
20260918,Bearing3_3,146,1.8095372915267944
20260918,Bearing3_3,147,1.8570382595062256
20260918,Bearing3_3,148,1.8611729145050049
20260918,Bearing3_3,149,1.812044382095337
20260918,Bearing3_3,150,1.7671263217926025
20260918,Bearing3_3,151,1.7669963836669922
20260918,Bearing3_3,152,1.7172002792358398
20260918,Bearing3_3,153,1.666307806968689
20260918,Bearing3_3,154,2.0502593517303467
20260918,Bearing3_3,155,1.7522563934326172
20260918,Bearing3_3,156,1.6760820150375366
20260918,Bearing3_3,157,1.9799108505249023
20260918,Bearing3_3,158,1.9527028799057007
20260918,Bearing3_3,159,2.148127555847168
20260918,Bearing3_3,160,1.8803497552871704
20260918,Bearing3_3,161,1.7979085445404053
20260918,Bearing3_3,162,1.6430479288101196
20260918,Bearing3_3,163,1.7498912811279297
20260918,Bearing3_3,164,1.8288381099700928
20260918,Bearing3_3,165,1.7414751052856445
20260918,Bearing3_3,166,1.8085881471633911
20260918,Bearing3_3,167,1.6663554906845093
20260918,Bearing3_3,168,1.6400463581085205
20260918,Bearing3_3,169,1.8414946794509888
20260918,Bearing3_3,170,2.043424606323242
20260918,Bearing3_3,171,1.810599446296692
20260918,Bearing3_3,172,1.8737207651138306
20260918,Bearing3_3,173,1.837614893913269
20260918,Bearing3_3,174,1.7441319227218628
20260918,Bearing3_3,175,1.8508623838424683
20260918,Bearing3_3,176,1.9789910316467285
20260918,Bearing3_3,177,1.7590359449386597
20260918,Bearing3_3,178,1.7700269222259521
20260918,Bearing3_3,179,1.9039421081542969
20260918,Bearing3_3,180,1.8023127317428589
20260918,Bearing3_3,181,1.9591330289840698
20260918,Bearing3_3,182,1.6949423551559448
20260918,Bearing3_3,183,1.9943441152572632
20260918,Bearing3_3,184,1.7928255796432495
20260918,Bearing3_3,185,1.8214824199676514
20260918,Bearing3_3,186,1.7009687423706055
20260918,Bearing3_3,187,1.7616163492202759
20260918,Bearing3_3,188,1.6441307067871094
20260918,Bearing3_3,189,1.631442666053772
20260918,Bearing3_3,190,1.775967001914978
20260918,Bearing3_3,191,1.6310927867889404
20260918,Bearing3_3,192,1.7156765460968018
20260918,Bearing3_3,193,1.3873003721237183
20260918,Bearing3_3,194,1.726570963859558
20260918,Bearing3_3,195,1.8009271621704102
20260918,Bearing3_3,196,1.7820196151733398
20260918,Bearing3_3,197,1.6419740915298462
20260918,Bearing3_3,198,1.7124552726745605
20260918,Bearing3_3,199,1.5456708669662476
20260918,Bearing3_3,200,1.6284277439117432
20260921,Bearing3_1,1,2.9410746097564697
20260921,Bearing3_1,2,2.8596386909484863
20260921,Bearing3_1,3,2.4205265045166016
20260921,Bearing3_1,4,2.465660572052002
20260921,Bearing3_1,5,2.5547962188720703
20260921,Bearing3_1,6,2.340136766433716
20260921,Bearing3_1,7,2.186835289001465
20260921,Bearing3_1,8,2.622183322906494
20260921,Bearing3_1,9,2.659498453140259
20260921,Bearing3_1,10,2.5060596466064453
20260921,Bearing3_1,11,2.0953917503356934
20260921,Bearing3_1,12,2.20400071144104
20260921,Bearing3_1,13,2.249685525894165
20260921,Bearing3_1,14,2.0271952152252197
20260921,Bearing3_1,15,2.0632028579711914
