held_bearing,method,balanced_accuracy,macro_f1,mae,r2,level_spearman,held_scale,training_floor
Bearing1_1,none,0.7545731707317073,0.7714494569757728,0.11450142783238301,0.6641604794788014,0.9519027854815777,1.0,1.0
Bearing1_2,none,0.5935805682064629,0.5390981012658228,0.24382730659123944,-0.34406534862958393,0.995730165545537,1.0,1.0
Bearing1_3,none,0.5356797290759555,0.45624064045116675,0.1582712904823779,0.506545350001062,0.9588965629814019,1.0,1.0
Bearing1_1,early_axis_std,0.3333333333333333,0.0935672514619883,0.23624610108418076,-0.5282693135152934,0.9519027854815777,1.1797417663298555,0.020688003798133747
Bearing1_2,early_axis_std,0.5172413793103449,0.44880174291939,0.585415860185741,-5.411648915731813,0.995730165545537,0.15899962162208167,0.0716885196027132
Bearing1_3,early_axis_std,0.49129172714078373,0.4024107227432036,0.17831151401457213,0.28942886177537686,0.9588965629814019,0.2547101603340065,0.06694350780448564
Bearing1_1,early_latent_rms,0.3333333333333333,0.0935672514619883,0.23663084451917796,-0.5335274215330243,0.9519027854815777,1.1426225009402369,0.02031793096245316
Bearing1_2,early_latent_rms,0.5172413793103449,0.44880174291939,0.5755167535212175,-5.196590132715327,0.995730165545537,0.15769697999172594,0.06956420700987871
Bearing1_3,early_latent_rms,0.49129172714078373,0.4024107227432036,0.1775424561662263,0.29578017342202656,0.9588965629814019,0.24866163925733725,0.06501597404659813
