seed,best_epoch,best_validation_next_step_mse,mean_bearing_rho_descriptive,minimum_bearing_rho,maximum_bearing_rho,collapse_count
20260916,300,0.05524745211005211,0.9510623353724494,0.8941495718960011,0.9988624642110034,0
20260917,300,0.05562996491789818,0.8964498111798163,0.737622210466506,0.9966336652752741,0
20260918,300,0.05477337911725044,0.9377825982710227,0.8518975685260292,0.9980179884896803,0
