bearing_id,split,gru_rho_mean,gru_rho_sample_std,gru_rho_min,gru_rho_max,gru_next_step_mse_mean,gru_next_step_mse_sample_std,collapse_count,mean_pairwise_level_pearson,minimum_pairwise_level_pearson,mean_pairwise_level_spearman,minimum_pairwise_level_spearman
Bearing1_1,train,0.9639791553535871,0.000437300005431384,0.9637219316547104,0.9644840759476787,0.02530782048900922,0.0007132842484391845,0,0.9998514281416092,0.999758419388185,0.999596698644971,0.9994569721912602
Bearing1_2,train,0.9978380393253192,0.001125243284935639,0.9966336652752741,0.9988624642110034,0.02056075694660346,0.0008287090023282412,0,0.9998203489357415,0.999721285013262,0.9992724912355119,0.9988316157828273
Bearing1_3,train,0.9543949790428662,0.010565457791522242,0.9463992580189763,0.9663728290488852,0.012702209564546743,0.0004955648595417513,0,0.9986358456125309,0.9980219650817347,0.9944173588539785,0.9922149446797334
Bearing1_4,validation,0.8278897836295122,0.08097829351590474,0.737622210466506,0.8941495718960011,0.055216932048400245,0.0004291076952121178,0,0.9975596189902478,0.9968721645272178,0.9294983574652064,0.8815513626834381
Bearing1_5,holdout_test,0.8980559506875295,0.056281220235881085,0.8330962541488856,0.9321953532479847,0.032101668417453766,0.00105237826858602,0,0.9989110751235298,0.9983203460882386,0.936857910542121,0.9300616405879563
