bearing_id,split,distance_rho,centered_hmm_rho,gru_rho_mean,gru_rho_sample_std,gru_mean_minus_distance,gru_mean_minus_centered_hmm
Bearing1_1,train,0.9640553697828841,0.9162929304932526,0.9639791553535871,0.000437300005431384,-7.621442929695021e-05,0.04768622486033458
Bearing1_2,train,0.9940231170408648,0.8313675630680473,0.9978380393253192,0.001125243284935639,0.0038149222844544584,0.16647047625727196
Bearing1_3,train,0.9543771955743785,0.9460936350184548,0.9543949790428662,0.010565457791522242,1.7783468487686527e-05,0.008301344024411406
Bearing1_4,validation,0.8489488430415958,0.962268288705045,0.8278897836295122,0.08097829351590474,-0.021059059412083636,-0.13437850507553284
Bearing1_5,holdout_test,0.9502133712660028,0.8962683085662442,0.8980559506875295,0.056281220235881085,-0.05215742057847328,0.0017876421212853488
