test_bearing,train_bearings,score_samples,level_spearman,level_first_last_delta,backward_step_fraction,movement_median,movement_event_fraction,movement_max,baseline_level_spearman,spearman_delta_vs_baseline,baseline_movement_event_fraction,movement_event_fraction_delta_vs_baseline,movement_reference_raw,movement_threshold_normalized,reconstruction_mse_mean
Bearing3_1,Bearing3_2+Bearing3_3,2513,-0.38876385806438957,12.710025727119373,0.4789012738853503,0.43548722839043663,0.0,7.14907594850487,-0.3909392901133735,0.0021754320489839607,0.0007958615200955,-0.0007958615200955,0.16407296061515808,12.846492629475756,0.32988229393959045
Bearing3_2,Bearing3_1+Bearing3_3,2471,0.8944053333833031,9.456417812560655,0.4761133603238866,2.855886666749265,0.3423715095103197,60.66503092961446,0.8944060309129552,-6.975296521494201e-07,0.1396195872116552,0.20275192229866448,0.069756418466568,5.44343413352861,0.631803572177887
Bearing3_3,Bearing3_1+Bearing3_2,346,-0.5635440529639397,7.4547664278727375,0.744927536231884,0.6069335053161488,0.0,13.453954300256122,-0.5635379691507214,-6.083813218316081e-06,0.0086705202312138,-0.0086705202312138,0.10475754365324974,16.92799138454855,0.6220157146453857
