test_bearing,spearman_lifetime,mae_lifetime
Bearing3_1,-0.11069456327292526,0.908665054165665
Bearing3_2,-0.47364615162390694,0.39146301257210725
Bearing3_3,-0.19890532117023518,0.5385082921028392
