epoch,train_mse,heldout_reconstruction_mse
1,0.416295452809392,0.7502340635415417
2,0.09008593287385212,0.7453716051118218
3,0.067865451493141,0.5799551600072212
4,0.05976674771231976,0.48422529267175074
5,0.055822055911587475,0.5314743667253835
