epoch,train_mse,heldout_reconstruction_mse
1,0.519453098654911,0.8843534053900303
2,0.15012280509290765,0.8092939570928231
3,0.1010588854064684,0.7759704200121073
4,0.06543579166412518,0.7207931929673904
5,0.056657451239852163,0.7216010766151624
