bearing_id,signed_rho,absolute_axis_displacement_rho,delta
Bearing3_1,-0.38876385806438957,0.7584064302170069,1.1471702882813966
Bearing3_2,0.8944053333833031,0.8944053333833031,0.0
Bearing3_3,-0.5635440529639397,0.9380120271193217,1.5015560800832615
