test_bearing,level_rho_mean,level_rho_std,level_rho_min,level_rho_max,positive_seed_fraction,delta_vs_baseline_mean,reconstruction_mse_mean
Bearing3_1,0.0678520520498007,0.20332237717782267,-0.0872632839614195,0.2980347948689403,0.3333333333333333,0.4587913421631742,0.4973850550850702
Bearing3_2,0.9045150879640568,0.003389886316587787,0.9020760144749572,0.9083859488354284,1.0,0.010109057051101366,0.6975956658522288
Bearing3_3,-0.5573122968591832,0.0036264077195326057,-0.5607214533360663,-0.5535019949837512,0.0,0.006225672291538233,0.2416141922154731
