bearing_id,arm,mean_full_spearman,positive_full_spearman_seeds,mean_first_to_last_block_change,upward_first_to_last_block_seeds
Bearing3_1,source_only,0.08884497063619948,1,0.06474139986087976,3
Bearing3_1,global_mmd,0.2276339515356414,2,0.09838976740673322,3
Bearing3_1,conditional_mmd,0.3083449054070477,3,0.08694094764692048,3
Bearing3_2,source_only,-0.5795761755996103,0,-0.2768943817594307,1
Bearing3_2,global_mmd,-0.6685668465283117,0,-0.31054287000395653,0
Bearing3_2,conditional_mmd,-0.7478454333782834,0,-0.3507085937012656,0
Bearing3_3,source_only,-0.44969485614646904,0,-0.0039349055515082165,1
Bearing3_3,global_mmd,-0.41303686087617925,0,0.06004150873715724,2
Bearing3_3,conditional_mmd,-0.4071709393072753,0,0.06346152147602613,2
