bearing_id,feature,time_block,steps,within_block_spearman,mean_early_scaled_value,median_early_scaled_value
Bearing3_3,h_rms,1,74,-0.7856201406886336,-0.39657193422317505,-0.39199045300483704
Bearing3_3,h_rms,2,74,-0.766338393187708,-1.0142343044281006,-1.0389704704284668
Bearing3_3,h_rms,3,74,-0.7830729359496481,-1.2193057537078857,-1.2304208278656006
Bearing3_3,h_rms,4,75,0.7204836415362731,0.9376671314239502,-1.3502388000488281
Bearing3_3,h_kurtosis,0,74,-0.24691595705294328,-0.20293593406677246,-0.3605511784553528
Bearing3_3,h_kurtosis,1,74,-0.0091965938541281,-0.6077404022216797,-0.7821109294891357
Bearing3_3,h_kurtosis,2,74,-0.027915586819696404,-0.4027739465236664,-0.48415347933769226
Bearing3_3,h_kurtosis,3,74,-0.2557126990003702,-0.48033857345581055,-0.6541764140129089
Bearing3_3,h_kurtosis,4,75,0.7263726884779516,1.2350950241088867,0.6273516416549683
Bearing3_3,v_rms,0,74,-0.314387263976305,0.2839083671569824,0.3358469009399414
Bearing3_3,v_rms,1,74,-0.7908034061458717,-0.45551273226737976,-0.45556241273880005
Bearing3_3,v_rms,2,74,-0.7759644576082931,-1.048985481262207,-1.0608770847320557
Bearing3_3,v_rms,3,74,-0.6565124028137725,-1.2674704790115356,-1.287728190422058
Bearing3_3,v_rms,4,75,0.7127453769559032,0.9322158694267273,-1.388928771018982
Bearing3_3,v_kurtosis,0,74,-0.6297371343946686,-0.6520121097564697,-0.8374367356300354
Bearing3_3,v_kurtosis,1,74,-0.04690114772306552,-0.93670254945755,-0.9908792972564697
Bearing3_3,v_kurtosis,2,74,-0.21729729729729724,-0.9005168080329895,-0.9331722259521484
Bearing3_3,v_kurtosis,3,74,-0.3379340984820436,-0.9089426398277283,-0.9553146362304688
Bearing3_3,v_kurtosis,4,75,0.6732005689900427,0.9108185768127441,-0.7708479762077332
Bearing3_3,h_bpfo_band_power,0,74,-0.9369418733802294,-1.068284273147583,-1.3045334815979004
Bearing3_3,h_bpfo_band_power,1,74,-0.7775342465753423,-1.9059895277023315,-1.940568208694458
Bearing3_3,h_bpfo_band_power,2,74,-0.3195112921140318,-2.0204570293426514,-2.0063908100128174
Bearing3_3,h_bpfo_band_power,3,74,0.8405331358756015,-1.8700824975967407,-1.8813436031341553
Bearing3_3,h_bpfo_band_power,4,75,0.814054054054054,-0.8328949213027954,-1.5382124185562134
Bearing3_3,h_bpfi_band_power,0,74,0.23731951129211398,0.5384014844894409,0.6140223741531372
Bearing3_3,h_bpfi_band_power,1,74,0.08481303221029247,0.5179835557937622,0.6006127595901489
Bearing3_3,h_bpfi_band_power,2,74,-0.1674787115883006,0.9360100030899048,0.9163129329681396
Bearing3_3,h_bpfi_band_power,3,74,-0.24596815994076263,0.8489074110984802,0.8175406455993652
Bearing3_3,h_bpfi_band_power,4,75,0.823157894736842,2.679102897644043,1.220731258392334
Bearing3_3,v_bpfo_band_power,0,74,-0.39512773047019617,-0.13822241127490997,-0.2248680293560028
Bearing3_3,v_bpfo_band_power,1,74,0.20222139948167345,-0.21205464005470276,-0.32193613052368164
Bearing3_3,v_bpfo_band_power,2,74,-0.5622065901517955,-0.9920667409896851,-1.02971613407135
Bearing3_3,v_bpfo_band_power,3,74,-0.03508330248056275,-0.9274166226387024,-0.9352053999900818
Bearing3_3,v_bpfo_band_power,4,75,0.9346799431009958,1.1498606204986572,0.004790221340954304
Bearing3_3,v_bpfi_band_power,0,74,-0.16546464272491668,-0.48900923132896423,-0.7011876702308655
Bearing3_3,v_bpfi_band_power,1,74,0.02421325435024065,0.11420087516307831,0.11719062179327011
Bearing3_3,v_bpfi_band_power,2,74,-0.1712699000370233,-0.06144137680530548,-0.15507805347442627
Bearing3_3,v_bpfi_band_power,3,74,0.08152536097741576,-0.5979203581809998,-0.7166106104850769
Bearing3_3,v_bpfi_band_power,4,75,0.705348506401138,1.951969861984253,-0.3196418583393097
