test_bearing,train_bearings,seed,score_samples,level_spearman,level_first_last_delta,backward_step_fraction,heldout_reconstruction_mse,baseline_level_spearman,delta_vs_baseline,arm_a_level_spearman,delta_vs_arm_a
Bearing3_1,Bearing3_2+Bearing3_3,20260921,2513,0.29803479486894036,18.316118539955802,0.47014331210191085,0.46266431335016345,-0.3909392901133735,0.6889740849823138,-0.3887638580643895,0.6867986529333299
Bearing3_2,Bearing3_1+Bearing3_3,20260922,2471,0.9020760144749572,19.54936744524235,0.47651821862348176,0.6712907254695892,0.8944060309129552,0.007669983562001992,0.8944053333833031,0.007670681091654141
Bearing3_3,Bearing3_1+Bearing3_2,20260923,346,-0.5607214533360663,17.05295622978195,0.6811594202898551,0.2467565266591198,-0.5635379691507214,0.0028165158146551406,-0.5635440529639397,0.0028225996278734566
