epoch,train_mse,heldout_reconstruction_mse
1,0.46648610812276037,0.9119279208855752
2,0.10761108973738089,0.7192291235312437
3,0.06857437963910265,0.7105044585007888
4,0.059949685040516884,0.6958043177922567
5,0.062016981838596934,0.6712907254695892
