epoch,train_mse,heldout_reconstruction_mse
1,0.5082354209407903,0.9116629369747944
2,0.1357301502841041,0.7704814175764719
3,0.0725251302256253,0.7210384905338287
4,0.05816241465035113,0.6624290988995478
5,0.07079438679880726,0.6998951954719348
