epoch,train_mse,heldout_reconstruction_mse
1,0.3294356761882833,0.36180493388214524
2,0.05952006992415914,0.2977074317212375
3,0.047524735503221345,0.26924458861029693
4,0.044235475408708855,0.2514158169214295
5,0.042109744521919866,0.2444163217056151
