test_bearing,train_bearings,seed,score_samples,level_spearman,level_first_last_delta,backward_step_fraction,heldout_reconstruction_mse,baseline_level_spearman,delta_vs_baseline,arm_a_level_spearman,delta_vs_arm_a
Bearing3_1,Bearing3_2+Bearing3_3,20260924,2513,-0.08726328396141957,26.120158811861547,0.482484076433121,0.4980164851796636,-0.3909392901133735,0.30367600615195395,-0.3887638580643895,0.30150057410296993
Bearing3_2,Bearing3_1+Bearing3_3,20260925,2471,0.9083859488354284,16.29246861425746,0.4870445344129555,0.6998951954719348,0.8944060309129552,0.013979917922473217,0.8944053333833031,0.013980615452125367
Bearing3_3,Bearing3_1+Bearing3_2,20260926,346,-0.557713442257732,11.527224538690595,0.6608695652173913,0.2444163217056151,-0.5635379691507214,0.005824526892989401,-0.5635440529639397,0.005830610706207717
